date5,m_consumerd
2021-12-03,351.12147198083267
2021-12-06,359.0462166408323
2021-12-07,367.6659275270858
2021-12-08,373.63774314016666
2021-12-09,369.7752717575937
2021-12-10,372.4825683089922
2021-12-13,364.07587166552275
2021-12-14,363.59404592693977
2021-12-15,368.1239357714383
2021-12-16,362.9025831042596
2021-12-17,359.62196745962467
2021-12-20,356.6599025006564
2021-12-21,366.24432768911686
2021-12-22,370.751152434439
2021-12-23,371.7070396351364
2021-12-27,375.2382611688578
2021-12-28,375.856072083959
2021-12-29,379.3982437421691
2021-12-30,377.6811350696492
2021-12-31,378.8516402694414
2022-01-03,374.8764361255574
2022-01-04,376.2876339318617
2022-01-05,367.8926637397622
2022-01-06,368.7218385732399
2022-01-07,359.9281063799588
2022-01-10,358.28419634980975
2022-01-11,361.3235561442825
2022-01-12,361.5485885908019
2022-01-13,362.4281433033493
2022-01-14,360.32023606210385
2022-01-18,350.9204850106869
2022-01-19,345.78961174443083
2022-01-20,339.57270755407944
2022-01-21,334.5773231578323
2022-01-24,341.33698582199384
2022-01-25,334.4272223778491
2022-01-26,330.7482806511645
2022-01-27,329.0544464903058
2022-01-28,337.48449260783644
2022-01-31,346.1352564253897
2022-02-01,349.0636864788127
2022-02-02,351.3251559059575
2022-02-03,345.87884161607275
2022-02-04,342.8709061460675
2022-02-07,342.8298425854377
2022-02-08,346.6186695098877
2022-02-09,354.21585349316865
2022-02-10,347.03513850805894
2022-02-11,340.3210289253379
2022-02-14,339.18418635962144
2022-02-15,345.9687116730888
2022-02-16,348.22476527375994
2022-02-17,339.83669147851333
2022-02-18,340.3221621963213
2022-02-22,328.13684375331087
2022-02-23,318.46779152132433
2022-02-24,321.53590911289433
2022-02-25,328.9253497933442
2022-02-28,327.8141145706177
2022-03-01,321.52348502177114
2022-03-02,329.7406305996877
2022-03-03,324.48040434999285
2022-03-04,319.5910013306816
2022-03-07,303.63114979582014
2022-03-08,303.8156705352495
2022-03-09,316.11886092851745
2022-03-10,315.77464985397626
2022-03-11,313.0583624569875
2022-03-14,308.9710480312132
2022-03-15,318.9653794090703
2022-03-16,327.8142876175215
2022-03-17,329.4161066739064
2022-03-18,333.2418483698143
2022-03-21,327.4188352440888
2022-03-22,330.1064022352111
2022-03-23,325.3978720970874
2022-03-24,328.56127532023305
2022-03-25,326.11018994169416
2022-03-28,327.25069963707114
2022-03-29,335.97775957719335
2022-03-30,330.8339627643801
2022-03-31,324.329944196737
2022-04-01,324.18521397068815
2022-04-04,327.9078212234209
2022-04-05,321.9526385541232
2022-04-06,317.331847802648
2022-04-07,318.9998453068283
2022-04-08,318.4801180497655
2022-04-11,316.8079196102214
2022-04-12,318.0280217224697
2022-04-13,324.2686085790958
2022-04-14,321.0869741979635
2022-04-18,319.682290383105
2022-04-19,327.72077583816815
2022-04-20,329.53972192080516
2022-04-21,324.3941934873473
2022-04-22,315.77164104749573
2022-04-25,320.79298649194106
2022-04-26,315.4933637583031
2022-04-27,316.6170712237088
2022-04-28,317.6686189939391
2022-04-29,307.63417085611593
2022-05-02,311.45470079386007
2022-05-03,308.9055985864603
2022-05-04,317.69655087309064
2022-05-05,306.091551492799
2022-05-06,304.73801332149867
2022-05-09,295.6269334757103
2022-05-10,294.51172985220853
2022-05-11,287.61538055707825
2022-05-12,292.2188368923259
2022-05-13,299.0164125550468
2022-05-16,295.3632117577319
2022-05-17,302.3240289508172
2022-05-18,284.1971077829037
2022-05-19,287.27208754701434
2022-05-20,286.17966374811135
2022-05-23,286.03875300569354
2022-05-24,281.9970089534544
2022-05-25,290.6297255821948
2022-05-26,301.8515609705223
2022-05-27,309.8145905980524
2022-05-31,308.4340821931947
2022-06-01,304.5132605714618
2022-06-02,312.2810919419774
2022-06-03,308.52025521476315
2022-06-06,310.598031583822
2022-06-07,310.8321278230199
2022-06-08,308.32808266045913
2022-06-09,305.6954629466219
2022-06-10,293.212283062485
2022-06-13,279.92088449226236
2022-06-14,277.66421127319336
2022-06-15,280.73844807102995
2022-06-16,267.6810935758195
2022-06-17,270.80018900025567
2022-06-21,275.82916088824004
2022-06-22,276.2375223771581
2022-06-23,280.7055834644246
2022-06-24,289.64782311781397
2022-06-27,288.7215365463833
2022-06-28,281.2102544532632
2022-06-29,280.7481084499719
2022-06-30,279.6696022141655
2022-07-01,285.0866173618245
2022-07-05,291.4698728885291
2022-07-06,290.13037118371926
2022-07-07,293.6822659114622
2022-07-08,292.81802906180326
2022-07-11,289.0466925243162
