date3,m_infotech
2019-11-05,115.36341221652813
2019-11-06,115.25909967564824
2019-11-07,115.73674879501115
2019-11-08,116.43715173806717
2019-11-11,116.57775238378724
2019-11-12,117.22096961291868
2019-11-13,117.5315666056391
2019-11-14,117.65839219449171
2019-11-15,118.79441311110311
2019-11-18,118.9149687468116
2019-11-19,119.74236943828525
2019-11-20,119.7428410373517
2019-11-21,118.94207525964993
2019-11-22,118.90378028243336
2019-11-25,120.59465584826114
2019-11-26,120.89496710763049
2019-11-27,121.75867292774258
2019-11-29,121.04423155713437
2019-12-02,119.1729027477663
2019-12-03,118.68353570397221
2019-12-04,119.27074018165247
2019-12-05,119.03027618465138
2019-12-06,120.24686427614581
2019-12-09,119.5390318970182
2019-12-10,119.33947252871386
2019-12-11,120.26100298184068
2019-12-12,121.41698344785776
2019-12-13,122.0298450669246
2019-12-16,123.2390963141598
2019-12-17,122.97595283166686
2019-12-18,123.08121531756956
2019-12-19,123.94207915975086
2019-12-20,124.7577075673573
2019-12-23,124.93481631777179
2019-12-24,124.93817829018208
2019-12-26,125.53271515689678
2019-12-27,125.43152320918752
2019-12-30,124.45290287928795
2019-12-31,124.71704931401494
2020-01-02,127.11083575860778
2020-01-03,126.15805884973327
2020-01-06,126.07585145466363
2020-01-07,126.84023973835049
2020-01-08,127.61534712207852
2020-01-09,128.65974831936964
2020-01-10,128.307682948326
2020-01-13,129.83391911236208
2020-01-14,129.40082393475433
2020-01-15,129.29447860148414
2020-01-16,130.93858929534457
2020-01-17,131.300583711311
2020-01-21,131.60076098655585
2020-01-22,131.95458698272705
2020-01-23,132.90067943174446
2020-01-24,131.86782025579197
2020-01-27,129.03679790781504
2020-01-28,131.36555237556573
2020-01-29,130.6658980099123
2020-01-30,131.6378328693447
2020-01-31,128.69228966556378
2020-02-03,130.61689398181971
2020-02-04,133.90606648174685
2020-02-05,133.4801029803148
2020-02-06,133.5256281326066
2020-02-07,132.20610844911033
2020-02-10,133.45434857838188
2020-02-11,134.10553014100486
2020-02-12,135.56832616720627
2020-02-13,135.59485038358773
2020-02-14,136.02962841204743
2020-02-18,135.19417841043045
2020-02-19,137.2763301934769
2020-02-20,136.1645229254196
2020-02-21,133.40810269028393
2020-02-24,128.74903297424316
2020-02-25,124.9660085564229
2020-02-26,125.07580368554414
2020-02-27,119.8170185943148
2020-02-28,120.32605373325633
2020-03-02,124.77460095419812
2020-03-03,120.93332038708587
2020-03-04,126.18368726701878
2020-03-05,122.45218227158732
2020-03-06,118.9188970024906
2020-03-09,108.76726440885174
2020-03-10,114.69796286056291
2020-03-11,108.42047465025489
2020-03-12,97.25342978292437
2020-03-13,107.08111942348195
2020-03-16,93.01831009138876
2020-03-17,99.9435724215721
2020-03-18,92.30465113938745
2020-03-19,95.2449548351231
2020-03-20,91.7382515295228
2020-03-23,91.01490714656772
2020-03-24,100.18231127867058
2020-03-25,100.15802198381566
2020-03-26,107.97180668275747
2020-03-27,102.23588626064472
2020-03-30,106.51863863930774
2020-03-31,104.44034537984363
2020-04-01,98.847669715312
2020-04-02,99.79040955785496
2020-04-03,97.67137390819948
2020-04-06,106.82738947512499
2020-04-07,106.37329124336812
2020-04-08,110.36283144310339
2020-04-09,110.93152676767377
2020-04-13,110.54577730662787
2020-04-14,115.24566804117231
2020-04-15,112.46156730936535
2020-04-16,113.11462961737789
2020-04-17,116.08795970233518
2020-04-20,114.6773637088377
2020-04-21,109.24251150729052
2020-04-22,113.73242906314223
2020-04-23,113.38055899605823
2020-04-24,114.89549904438987
2020-04-27,117.18882946469891
2020-04-28,117.16832451322186
2020-04-29,123.09858322143555
2020-04-30,120.87470460293898
2020-05-01,116.22987452549721
2020-05-04,117.57230807062405
2020-05-05,119.89425237854915
2020-05-06,121.02314596033808
2020-05-07,122.88309401896463
2020-05-08,124.96331116690564
2020-05-11,125.39601297520879
2020-05-12,122.14830503890764
2020-05-13,119.23693180084229
2020-05-14,120.67406379642772
2020-05-15,120.93334876957225
2020-05-18,125.30609527986441
2020-05-19,125.24595054227915
2020-05-20,128.23939024512447
2020-05-21,126.54374765993944
2020-05-22,126.87041732446471
2020-05-26,128.0866494961639
2020-05-27,129.5760542883802
2020-05-28,129.48780059814453
2020-05-29,131.9645766215538
2020-06-01,132.60316018915887
2020-06-02,133.83999998178055
2020-06-03,135.7815836152034
2020-06-04,134.53012699867364
2020-06-05,138.38452830243466
2020-06-08,138.79552943670927
2020-06-09,137.49817348594095
2020-06-10,138.2593650817871
2020-06-11,129.86772885963097
2020-06-12,131.6357844907846
2020-06-15,133.15300577078293
2020-06-16,135.87153908743787
2020-06-17,135.65739076528976
2020-06-18,136.2192352494197
2020-06-19,135.53915781049585
2020-06-22,137.07465386746534
2020-06-23,137.10469132039086
2020-06-24,133.6561081729718
2020-06-25,135.28596001240746
2020-06-26,133.11993070858628
2020-06-29,133.86105668366844
2020-06-30,136.8538113067399
2020-07-01,137.00036729271733
2020-07-02,137.77110835687438
2020-07-06,139.83016453928022
2020-07-07,138.03481682734704
2020-07-08,140.23280246222197
2020-07-09,140.98665398270336
2020-07-10,140.35581005153372
2020-07-13,136.62026805308327
2020-07-14,138.53121555385306
2020-07-15,139.82518248771552
2020-07-16,138.75802462848264
2020-07-17,140.56913570859538
2020-07-20,143.99502480919682
2020-07-21,142.93858583649592
2020-07-22,143.87399279181636
2020-07-23,142.11662560078636
2020-07-24,139.77989028816793
2020-07-27,142.60354140267444
2020-07-28,140.20089676131064
2020-07-29,143.10354585789923
2020-07-30,143.7289664425067
2020-07-31,144.64070720103248
2020-08-03,146.47183886570716
2020-08-04,147.3691211244953
2020-08-05,148.40335390461024
2020-08-06,148.57496228858605
2020-08-07,147.4233499925528
2020-08-10,146.45879930524683
2020-08-11,144.35249889430716
2020-08-12,147.27522934016898
2020-08-13,148.38385993331227
2020-08-14,147.5540404817951
2020-08-17,148.60044705689842
2020-08-18,148.21265139508603
2020-08-19,147.8965134976515
2020-08-20,148.58823248165757
2020-08-21,148.06352265201397
2020-08-24,148.9914229521111
2020-08-25,150.1456081333445
2020-08-26,153.02213278813147
2020-08-27,151.5114477356868
2020-08-28,153.29499159286271
2020-08-31,153.10048137493987
2020-09-01,155.82912570327076
2020-09-02,158.7787800689242
2020-09-03,150.08675666353597
2020-09-04,147.30046169793428
2020-09-08,141.82856770415805
2020-09-09,145.3513409059439
2020-09-10,143.10009214771327
2020-09-11,142.55769759505543
2020-09-14,145.58573987590734
2020-09-15,148.22282184771638
2020-09-16,146.52238796006387
2020-09-17,145.46312061708366
2020-09-18,143.9708950982165
2020-09-21,143.72321416370903
2020-09-22,145.9121477212479
2020-09-23,142.42036685658925
2020-09-24,142.6808288204136
2020-09-25,145.8843541358834
2020-09-28,148.90845277416173
2020-09-29,149.451234789037
2020-09-30,149.6554517888311
2020-10-01,152.1531731335085
2020-10-02,149.6171649534311
2020-10-05,153.26598768091912
2020-10-06,152.1697231691275
2020-10-07,156.24480270271872
2020-10-08,156.97470484206926
2020-10-09,159.66769275380605
2020-10-12,161.7010739596922
2020-10-13,161.81640075569723
2020-10-14,161.37593586765118
2020-10-15,161.73785322103927
2020-10-16,161.89804460041557
2020-10-19,160.33999801749613
2020-10-20,160.55434763609475
2020-10-21,159.02264243453297
2020-10-22,158.82521783060102
2020-10-23,159.89053713385738
2020-10-26,155.81071047996406
2020-10-27,154.94666949314856
2020-10-28,149.79385725419914
2020-10-29,152.39236470834533
2020-10-30,149.91100123391223
2020-11-02,151.13395693764758
2020-11-03,153.7712352382603
2020-11-04,159.23350429534912
2020-11-05,164.08156710952076
2020-11-06,165.52175161731776
2020-11-09,164.4213343235984
2020-11-10,160.45021603712394
2020-11-11,164.97100599488215
2020-11-12,162.85556589667476
2020-11-13,164.78633883462024
2020-11-16,166.0210568299934
2020-11-17,166.24482251637016
2020-11-18,164.66416434387662
2020-11-19,167.43253098672895
2020-11-20,166.83789115165595
2020-11-23,168.1567511202684
2020-11-24,169.11877918243408
2020-11-25,169.43801264976386
2020-11-27,171.69127622291222
2020-11-30,171.80783286023495
2020-12-01,172.94053637091793
2020-12-02,172.14535236358643
2020-12-03,172.6691537543909
2020-12-04,175.6190755901052
2020-12-07,176.6340115532946
2020-12-08,178.1306283580723
2020-12-09,174.37664244068202
2020-12-10,174.62758629357637
2020-12-11,174.7568055480274
2020-12-14,175.96917939541945
2020-12-15,177.87551491296114
2020-12-16,178.75214680628991
2020-12-17,180.44224266507732
2020-12-18,181.5424685834059
2020-12-21,180.42718585569466
2020-12-22,182.25036863070815
2020-12-23,181.3752536916021
2020-12-24,182.28759893730506
2020-12-28,181.9933433959733
2020-12-29,180.30982430301495
2020-12-30,181.72484367996898
2020-12-31,182.96044375291513
2021-01-04,179.46406703208808
2021-01-05,181.074609941511
2021-01-06,180.30272399845407
2021-01-07,185.15590679111764
2021-01-08,186.85449484924771
2021-01-11,186.47866069736764
2021-01-12,186.06201996020417
2021-01-13,185.24257937474036
2021-01-14,185.70021488417441
2021-01-15,183.20760324108068
2021-01-19,186.37816434831763
2021-01-20,188.58387145711416
2021-01-21,188.99056451712082
2021-01-22,188.04421033432234
2021-01-25,187.75796367873008
2021-01-26,185.9090608055912
2021-01-27,179.78938775987768
2021-01-28,183.0076743026278
2021-01-29,178.3298052175721
2021-02-01,183.46780665952767
2021-02-02,187.14831736550403
2021-02-03,185.74937043261173
2021-02-04,188.22320281925485
2021-02-05,188.20166110992432
2021-02-08,191.10159347306436
2021-02-09,191.79420956568933
2021-02-10,191.49602282225197
2021-02-11,195.15719766759162
2021-02-12,197.01421270797502
2021-02-16,196.56804029265447
2021-02-17,194.9174017408001
2021-02-18,193.43687511557962
2021-02-19,195.05799202420818
2021-02-22,188.84237575531006
2021-02-23,188.05501401246482
2021-02-24,192.3390757005606
2021-02-25,183.7433019751933
2021-02-26,185.68341814582027
2021-03-01,191.60939822979827
2021-03-02,187.41717981936327
2021-03-03,181.66135490474417
2021-03-04,174.63474518505495
2021-03-05,177.92731051658515
2021-03-08,171.9048579628788
2021-03-09,178.92456702331998
2021-03-10,177.78086783281015
2021-03-11,183.17239150716298
2021-03-12,181.40235300206427
2021-03-15,185.07466273521308
2021-03-16,185.06197977777737
2021-03-17,185.63258010237965
2021-03-18,180.108831832658
2021-03-19,181.56282876142814
2021-03-22,184.55730180598016
2021-03-23,182.38157270915474
2021-03-24,180.4755540676971
2021-03-25,180.89233075326948
2021-03-26,187.75501947260614
2021-03-29,185.27019637378294
2021-03-30,184.90947749009774
2021-03-31,189.04184631803142
2021-04-01,193.65790889512246
2021-04-05,196.49077359953924
2021-04-06,195.6797150996194
2021-04-07,194.716137459029
2021-04-08,197.491279288904
2021-04-09,198.41142509232705
2021-04-12,197.82804082044913
2021-04-13,198.68754193320203
2021-04-14,197.14745068905958
2021-04-15,200.12299281447682
2021-04-16,200.03033099957366
2021-04-19,196.7681386862228
2021-04-20,195.20978378182028
2021-04-21,198.21564258746247
2021-04-22,197.1353890717919
2021-04-23,200.5299191403745
2021-04-26,202.60748471786727
2021-04-27,202.04716611264357
2021-04-28,200.06355264293614
2021-04-29,199.09317157517617
2021-04-30,195.1805701611647
2021-05-03,193.43832626627452
2021-05-04,189.75806120972135
2021-05-05,189.739121109692
2021-05-06,189.66163420321337
2021-05-07,191.65007248209483
2021-05-10,186.63528386870428
2021-05-11,186.75585632893578
2021-05-12,180.8127475283039
2021-05-13,182.83558724531485
2021-05-14,187.76348746000832
2021-05-17,186.242527691286
2021-05-18,185.229981764039
2021-05-19,186.89756411936744
2021-05-20,191.67116838426733
2021-05-21,190.80785991896445
2021-05-24,193.88617155445155
2021-05-25,194.14049840329298
2021-05-26,194.7231493423234
2021-05-27,194.55302585772614
2021-05-28,195.2171482256989
2021-06-01,194.3081600701631
2021-06-02,194.68999943804386
2021-06-03,192.4592864050794
2021-06-04,196.10334804876527
2021-06-07,194.8466861070092
2021-06-08,195.12280862722824
2021-06-09,194.98297284254386
2021-06-10,197.98722974577947
2021-06-11,199.10729241727003
2021-06-14,200.6475838618492
2021-06-15,198.8613707129635
2021-06-16,198.09209225782706
2021-06-17,200.29368336520977
2021-06-18,198.08659557798015
2021-06-21,200.31143283843994
2021-06-22,201.265950174474
2021-06-23,201.14727583927893
2021-06-24,203.38462909299935
2021-06-25,203.9291044064422
2021-06-28,206.6793398216589
2021-06-29,208.16158325992413
2021-06-30,206.6552262092704
2021-07-01,206.3158775016443
2021-07-02,208.24771513867734
2021-07-06,208.95803346206893
2021-07-07,208.90851311185466
2021-07-08,207.04266955247567
2021-07-09,209.66577919917322
2021-07-12,209.73095458301145
2021-07-13,209.26748324152248
2021-07-14,208.86029933815573
2021-07-15,206.94223533459564
2021-07-16,204.9488107766678
2021-07-19,203.90685341963126
2021-07-20,207.7258260926204
2021-07-21,210.9893839252529
2021-07-22,211.85923868150854
2021-07-23,213.95498816646747
2021-07-26,213.18373882236764
2021-07-27,211.03751411722666
2021-07-28,213.03120154765114
2021-07-29,214.4398425799697
2021-07-30,215.73340532672938
2021-08-02,215.85578999590518
2021-08-03,218.26596097803827
2021-08-04,219.56737774521557
2021-08-05,220.1093256509126
2021-08-06,220.27794201694317
2021-08-09,219.78973871202612
2021-08-10,217.53126777819733
2021-08-11,217.49890005766457
2021-08-12,217.6022534156913
2021-08-13,217.92007346651448
2021-08-16,218.0502099136808
2021-08-17,215.7794339905924
2021-08-18,213.68412581486487
2021-08-19,215.3919508919787
2021-08-20,217.48337193389438
2021-08-23,220.66785665768296
2021-08-24,221.44996339883377
2021-08-25,222.11338336432158
2021-08-26,221.3190682112281
2021-08-27,224.45053661403372
2021-08-30,225.4211711029508
2021-08-31,224.682770714831
2021-09-01,224.4209861755371
2021-09-02,225.18720475951238
2021-09-03,225.9730560672817
2021-09-07,223.6307491615637
2021-09-08,222.6995099053454
2021-09-09,222.60664669435417
2021-09-10,221.94526278083003
2021-09-13,221.1567997434246
2021-09-14,221.23503541234714
2021-09-15,223.26603046815788
2021-09-16,223.87326811320747
2021-09-17,220.96488290758276
2021-09-20,216.86949375494203
2021-09-21,216.79595656893147
2021-09-22,219.72868752835402
2021-09-23,223.02805408079232
2021-09-24,223.11089989676404
2021-09-27,220.56072246494577
2021-09-28,213.1417292267529
2021-09-29,211.9625655074618
2021-09-30,210.87953924776903
2021-10-01,212.88301763961564
2021-10-04,207.81261781436294
2021-10-05,210.4391235237691
2021-10-06,210.90321713063256
2021-10-07,213.0963306711681
2021-10-08,211.32565347472234
2021-10-11,210.59864004334406
2021-10-12,211.04813251210683
2021-10-13,213.13096847818858
2021-10-14,218.0935950492745
2021-10-15,218.99587093182464
2021-10-18,221.0891105025562
2021-10-19,223.50278344794884
2021-10-20,223.0120385155749
2021-10-21,225.364516969937
2021-10-22,225.94111927943445
2021-10-25,227.24211294259598
2021-10-26,226.6536496575199
2021-10-27,226.28122800855493
2021-10-28,230.18582698480407
2021-10-29,231.8573388199308
2021-11-01,232.04402267399118
2021-11-02,234.922566769728
2021-11-03,235.04849628903972
2021-11-04,238.74402723739396
2021-11-05,238.89172099953268
2021-11-08,240.47860201081232
2021-11-09,240.8315922609016
2021-11-10,235.2770376063105
2021-11-11,237.3484149762054
2021-11-12,240.11155746232217
2021-11-15,239.90939143166614
2021-11-16,242.6192763171979
2021-11-17,241.18291645619408
2021-11-18,241.0128020813216
2021-11-19,243.15460686185466
2021-11-22,238.52828190931632
2021-11-23,236.80574953733986
2021-11-24,238.0583601140264
2021-11-26,232.521367613949
2021-11-29,240.23085985610734
2021-11-30,234.32667762130055
2021-12-01,230.78734683990479
2021-12-02,234.49318346336707
2021-12-03,230.1430659934656
2021-12-06,230.2961989872491
2021-12-07,239.00636208947026
2021-12-08,240.99269983661708
2021-12-09,236.7017390123054
2021-12-10,239.7592318805296
2021-12-13,237.29360015356718
2021-12-14,232.2788310976171
2021-12-15,238.0905886265769
2021-12-16,231.55805639010757
2021-12-17,231.02092439736893
2021-12-20,227.4895871575199
2021-12-21,233.91883901339858
2021-12-22,236.4830057087229
2021-12-23,238.0881236062121
2021-12-27,243.80963722627556
2021-12-28,241.9023460558991
2021-12-29,242.47746538760057
2021-12-30,240.97108060922196
2021-12-31,240.38697123171679
2022-01-03,239.15694349203537
2022-01-04,236.53959351155297
2022-01-05,226.9046501899833
2022-01-06,227.05833210162263
2022-01-07,221.88806522426322
2022-01-10,222.63807273978617
2022-01-11,225.8005656626687
2022-01-12,226.56775821856598
2022-01-13,219.564952793406
2022-01-14,220.77675509096971
2022-01-18,213.77055660646354
2022-01-19,211.25303826403263
2022-01-20,207.93334336067315
2022-01-21,203.43715987988372
2022-01-24,207.1005577969907
2022-01-25,199.40144538879395
2022-01-26,199.14193997454288
2022-01-27,196.1770111197856
2022-01-28,203.0362751234823
2022-01-31,211.32973680923234
2022-02-01,212.22441491084314
2022-02-02,214.3623590042342
2022-02-03,207.1448723522585
2022-02-04,208.84110342566646
2022-02-07,208.07562204617173
2022-02-08,210.92198129910142
2022-02-09,217.94536180638556
2022-02-10,211.63266253115526
2022-02-11,204.08626872390064
2022-02-14,203.34495820572127
2022-02-15,210.27317468443914
2022-02-16,210.06296735735083
2022-02-17,202.80967957226198
2022-02-18,200.1176774893234
2022-02-22,197.73628018507316
2022-02-23,192.46061660994346
2022-02-24,200.768531642743
2022-02-25,203.70386261726495
2022-02-28,200.94476282774514
2022-03-01,197.25114348397327
2022-03-02,202.1627886473243
2022-03-03,198.10187422339595
2022-03-04,195.47320815698424
2022-03-07,187.5701429737148
2022-03-08,188.35433912988918
2022-03-09,195.557945464974
2022-03-10,191.64296454813942
2022-03-11,188.1250012383532
2022-03-14,184.28348228112975
2022-03-15,190.53388904457663
2022-03-16,198.33763555270522
2022-03-17,200.69348913164282
2022-03-18,205.67379937243106
2022-03-21,203.89591134484135
2022-03-22,206.9583013733821
2022-03-23,201.9404568458671
2022-03-24,207.11765394637834
2022-03-25,205.82472206229593
2022-03-28,208.65417030676088
2022-03-29,213.3930518022224
2022-03-30,208.99821930501
2022-03-31,206.91224875378964
2022-04-01,205.53153718407475
2022-04-04,209.56411987987917
2022-04-05,203.67922533803912
2022-04-06,199.50638571781897
2022-04-07,200.57166646131827
2022-04-08,197.4384554393256
2022-04-11,193.5335574221255
2022-04-12,192.49491586258162
2022-04-13,195.5416991959757
2022-04-14,190.9704715671824
2022-04-18,191.39189365728578
2022-04-19,195.85900523057626
2022-04-20,195.09950899721971
2022-04-21,190.01287235430817
2022-04-22,184.8253358157713
2022-04-25,187.87960300160879
2022-04-26,181.15890622494825
2022-04-27,181.10345325185293
2022-04-28,188.8754973909748
2022-04-29,181.2412501377846
2022-05-02,184.74662333815846
2022-05-03,185.67454049124646
2022-05-04,192.08721444144177
2022-05-05,183.1375900240087
2022-05-06,179.87132310155613
2022-05-09,171.7046611131127
2022-05-10,174.46395589344536
2022-05-11,168.7769758879249
2022-05-12,169.83430744285013
2022-05-13,177.65221366597646
2022-05-16,174.62081375406748
2022-05-17,180.14520881425088
2022-05-18,172.13477588767435
2022-05-19,173.37348405638738
2022-05-20,174.5985926016053
2022-05-23,175.83069980678275
2022-05-24,172.22072555769736
2022-05-25,175.42675621829815
2022-05-26,180.53196717731987
2022-05-27,187.71636729453925
2022-05-31,185.39604088797498
2022-06-01,183.66591523298575
2022-06-02,190.90597488631064
2022-06-03,186.96471957306363
2022-06-06,187.21482079064668
2022-06-07,189.39390936894202
2022-06-08,186.294719681811
2022-06-09,181.7530376235051
2022-06-10,175.1945390131936
2022-06-13,165.9631193929644
2022-06-14,166.52035012885705
2022-06-15,170.24420930378471
2022-06-16,161.5689707371726
2022-06-17,164.1470921075166
2022-06-21,167.93260728067426
2022-06-22,167.49047687872132
2022-06-23,170.74358683913502
2022-06-24,176.97805834528225
2022-06-27,175.89756942862894
2022-06-28,170.32229178699095
2022-06-29,169.00056868880543
2022-06-30,167.99830739889572
2022-07-01,167.26912955383756
2022-07-05,168.9914601027076
2022-07-06,169.95115932066048
2022-07-07,174.69429258090346
2022-07-08,174.66705448947735
2022-07-11,171.75683307647705
2022-07-12,167.77543806673876
2022-07-13,167.5734929326755
2022-07-14,168.24331491384933
2022-07-15,171.99770342414058
2022-07-18,171.1990300932927
2022-07-19,177.79521153578116
2022-07-20,181.86815765722474
2022-07-21,185.0784694899374
2022-07-22,182.25241826185538
2022-07-25,181.4236497736689
2022-07-26,178.18151744443978
2022-07-27,185.49042486788622
2022-07-28,190.18717639125995
2022-07-29,193.33768858838437
2022-08-01,193.7222976257552
2022-08-02,193.78611954646325
2022-08-03,197.12209745663316
2022-08-04,199.59008752054243
2022-08-05,200.00658806758142
2022-08-08,198.5944296851087
2022-08-09,194.7965342393562
2022-08-10,201.0328736518746
2022-08-11,199.57140462789962
2022-08-12,204.0598162893039
2022-08-15,204.94964158357078
2022-08-16,203.7791404012424
2022-08-17,201.1058358149742
2022-08-18,202.6326202705725
2022-08-19,197.9593091082217
2022-08-22,192.35216073847528
2022-08-23,192.50159501317722
2022-08-24,193.09089820064716
2022-08-25,197.12286758422852
2022-08-26,188.4808592155798
2022-08-29,185.61233018049552
2022-08-30,184.37655300880547
2022-08-31,182.88024490982738
2022-09-01,180.93347445530677
2022-09-02,179.5634206942658
2022-09-06,178.95949531669046
2022-09-07,183.53183959847067
2022-09-08,185.821493077634
2022-09-09,188.84007596257908
2022-09-12,190.42855333926073
2022-09-13,181.8797294132745
2022-09-14,183.26135651033317
