Date,AAPL,AMZN,GOOG,META,MSFT,NFLX
2019-03-15,44.97126770019531,85.61799621582031,59.222999572753906,165.97999572753906,110.99673461914062,361.4599914550781
2019-03-18,45.43035888671875,87.10749816894531,59.2130012512207,160.47000122070312,112.58638763427734,363.44000244140625
2019-03-19,45.07033920288086,88.09249877929688,59.942501068115234,161.57000732421875,112.6629638671875,358.7799987792969
2019-03-20,45.46419143676758,89.8635025024414,61.19850158691406,165.44000244140625,112.5384750366211,375.2200012207031
2019-03-21,47.13864517211914,90.96299743652344,61.57699966430664,166.0800018310547,115.12406158447266,377.8699951171875
2019-03-22,46.16248321533203,88.2385025024414,60.275001525878906,164.33999633789062,112.08842468261719,361.010009765625
2019-03-25,45.604339599609375,88.71299743652344,59.650001525878906,166.2899932861328,112.67256927490234,366.2300109863281
2019-03-26,45.13316345214844,89.18800354003906,59.23099899291992,167.67999267578125,112.9119644165039,359.9700012207031
2019-03-27,45.53908920288086,88.28500366210938,58.6510009765625,165.8699951171875,111.82028198242188,353.3699951171875
2019-03-28,45.59950256347656,88.6709976196289,58.42449951171875,165.5500030517578,111.9735107421875,354.6099853515625
2019-03-29,45.896705627441406,89.0374984741211,58.66550064086914,166.69000244140625,112.9406967163086,356.55999755859375
2019-04-01,46.20840072631836,90.70950317382812,59.721500396728516,168.6999969482422,113.97490692138672,366.9599914550781
2019-04-02,46.88011169433594,90.6989974975586,60.02450180053711,174.1999969482422,114.13770294189453,367.7200012207031
2019-04-03,47.20147705078125,91.03500366210938,60.29600143432617,173.5399932861328,114.88461303710938,369.75
2019-04-04,47.28363037109375,90.94300079345703,60.75,176.02000427246094,114.30048370361328,367.8800048828125
2019-04-05,47.60015106201172,91.86399841308594,60.35749816894531,175.72000122070312,114.80802917480469,365.489990234375
2019-04-08,48.34920120239258,92.49299621582031,60.19200134277344,174.92999267578125,114.84632110595703,361.4100036621094
2019-04-09,48.2042236328125,91.79199981689453,59.86249923706055,177.5800018310547,114.223876953125,364.7099914550781
2019-04-10,48.47483825683594,92.36650085449219,60.108001708984375,177.82000732421875,115.09532165527344,363.9200134277344
2019-04-11,48.071327209472656,92.20349884033203,60.23099899291992,177.50999450683594,115.2293701171875,367.6499938964844
2019-04-12,48.051998138427734,92.15299987792969,60.89350128173828,179.10000610351562,115.82308959960938,351.1400146484375
2019-04-15,48.13898468017578,92.24349975585938,61.05500030517578,179.64999389648438,115.91886138916016,348.8699951171875
2019-04-16,48.14381408691406,93.1520004272461,61.35649871826172,178.8699951171875,115.65071868896484,359.4599914550781
2019-04-17,49.081321716308594,93.24099731445312,61.81700134277344,178.77999877929688,116.60832977294922,354.739990234375
2019-04-18,49.25769805908203,93.08450317382812,61.81850051879883,178.27999877929688,118.14051818847656,360.3500061035156
2019-04-22,49.419593811035156,94.3655014038086,62.44200134277344,181.44000244140625,118.51399993896484,377.3399963378906
2019-04-23,50.132381439208984,96.1884994506836,63.227500915527344,183.77999877929688,120.12276458740234,381.8900146484375
2019-04-24,50.0550651550293,95.0875015258789,62.79999923706055,182.5800018310547,119.71100616455078,374.2300109863281
2019-04-25,49.60081481933594,95.11250305175781,63.17250061035156,193.25999450683594,123.67550659179688,368.3299865722656
2019-04-26,49.36402130126953,97.53150177001953,63.60900115966797,191.49000549316406,124.38414764404297,374.8500061035156
2019-04-29,49.43891525268555,96.92150115966797,64.37899780273438,194.77999877929688,124.26921844482422,371.8299865722656
2019-04-30,48.48691940307617,96.32599639892578,59.42399978637695,193.39999389648438,125.06407165527344,370.5400085449219
2019-05-01,50.8669319152832,95.57599639892578,58.40399932861328,193.02999877929688,122.45934295654297,378.80999755859375
2019-05-02,50.5359001159668,95.04100036621094,58.13050079345703,192.52999877929688,120.86012268066406,379.05999755859375
2019-05-03,51.16412353515625,98.12300109863281,59.27000045776367,195.47000122070312,123.43610382080078,385.0299987792969
2019-05-06,50.3740119934082,97.52749633789062,59.46950149536133,193.8800048828125,122.7178955078125,378.6700134277344
2019-05-07,49.01607894897461,96.05000305175781,58.70500183105469,189.77000427246094,120.19937896728516,370.4599914550781
2019-05-08,49.02574157714844,95.88849639892578,58.313499450683594,189.5399932861328,120.1897964477539,364.3699951171875
2019-05-09,48.49900817871094,94.99349975585938,58.11899948120117,188.64999389648438,120.18021392822266,362.75
2019-05-10,47.82712173461914,94.4990005493164,58.2135009765625,188.33999633789062,121.74111938476562,361.0400085449219
2019-05-13,45.04743576049805,91.13400268554688,56.60150146484375,181.5399932861328,118.12136840820312,345.260009765625
2019-05-14,45.76054382324219,92.00599670410156,56.02199935913086,180.72999572753906,119.44287109375,345.6099853515625
2019-05-15,46.30872344970703,93.55750274658203,58.21049880981445,186.27000427246094,121.12489318847656,354.989990234375
2019-05-16,46.104984283447266,95.37850189208984,58.94900131225586,186.99000549316406,123.92186737060547,359.30999755859375
2019-05-17,45.843017578125,93.44999694824219,58.1150016784668,185.3000030517578,123.09526062011719,354.45001220703125
2019-05-20,44.40951156616211,92.94850158691406,56.942501068115234,182.72000122070312,121.31713104248047,348.1099853515625
2019-05-21,45.26088333129883,92.8759994506836,57.48149871826172,184.82000732421875,121.97071075439453,354.2699890136719
2019-05-22,44.334320068359375,92.98400115966797,57.57099914550781,185.32000732421875,122.7108154296875,359.7300109863281
2019-05-23,43.577552795410156,90.77400207519531,57.03850173950195,180.8699951171875,121.2786865234375,352.2099914550781
2019-05-24,43.41018295288086,91.16400146484375,56.673500061035156,181.05999755859375,121.33634185791016,354.3900146484375
2019-05-28,43.23068618774414,91.82150268554688,56.70750045776367,184.30999755859375,121.25944519042969,355.05999755859375
2019-05-29,43.02452087402344,90.95950317382812,55.823001861572266,182.19000244140625,120.08684539794922,349.19000244140625
2019-05-30,43.24767303466797,90.81600189208984,55.897499084472656,183.00999450683594,120.84617614746094,351.8500061035156
2019-05-31,42.4642219543457,88.75350189208984,55.18149948120117,177.47000122070312,118.87578582763672,343.2799987792969
2019-06-03,42.034889221191406,84.6344985961914,51.811500549316406,164.14999389648438,115.1849365234375,336.6300048828125
2019-06-04,43.572696685791016,86.47799682617188,52.65250015258789,167.5,118.37599182128906,353.3999938964844
2019-06-05,44.27610397338867,86.92500305175781,52.111000061035156,168.1699981689453,120.94227600097656,355.7300109863281
2019-06-06,44.9261589050293,87.71800231933594,52.21699905395508,168.3300018310547,122.85498046875,357.1300048828125
2019-06-07,46.121952056884766,90.20149993896484,53.301998138427734,173.35000610351562,126.29588317871094,360.8699951171875
2019-06-10,46.71137237548828,93.03150177001953,54.01900100708008,174.82000732421875,127.44928741455078,352.010009765625
2019-06-11,47.25226593017578,93.18499755859375,53.93600082397461,178.10000610351562,126.96870422363281,351.2699890136719
2019-06-12,47.10188293457031,92.76599884033203,53.85150146484375,175.0399932861328,126.38241577148438,345.55999755859375
2019-06-13,47.09217834472656,93.51499938964844,54.438499450683594,177.47000122070312,127.18019104003906,343.42999267578125
2019-06-14,46.75017547607422,93.4834976196289,54.26750183105469,181.3300018310547,127.30511474609375,339.7300109863281
2019-06-17,47.02910614013672,94.30149841308594,54.625,189.00999450683594,127.68961334228516,350.6199951171875
2019-06-18,48.135169982910156,95.06849670410156,55.18000030517578,188.47000122070312,129.9098663330078,357.1199951171875
2019-06-19,47.99448776245117,95.43949890136719,55.11650085449219,187.47999572753906,130.4192657470703,363.5199890136719
2019-06-20,48.38015365600586,95.90950012207031,55.57099914550781,189.52999877929688,131.6303253173828,365.2099914550781
2019-06-21,48.2152099609375,95.56500244140625,56.09400177001953,191.13999938964844,131.6495361328125,369.2099914550781
2019-06-24,48.16669845581055,95.69499969482422,55.7760009765625,192.60000610351562,132.42808532714844,371.0400085449219
2019-06-25,47.43661117553711,93.91349792480469,54.317501068115234,188.83999633789062,128.2470703125,360.29998779296875
2019-06-26,48.462623596191406,94.8915023803711,53.9900016784668,187.66000366210938,128.7276153564453,362.20001220703125
2019-06-27,48.44805908203125,95.21399688720703,53.800498962402344,189.5,128.9390869140625,370.0199890136719
2019-06-28,48.006614685058594,94.68150329589844,54.045501708984375,193.0,128.7564697265625,367.32000732421875
2019-07-01,48.887088775634766,96.1094970703125,54.897499084472656,193.0,130.40963745117188,374.6000061035156
2019-07-02,49.17330551147461,96.71549987792969,55.5625,195.0,131.27471923828125,375.42999267578125
2019-07-03,49.5807991027832,96.94999694824219,56.07899856567383,197.1999969482422,132.1205291748047,381.7200012207031
2019-07-05,49.537139892578125,97.14550018310547,56.579498291015625,196.39999389648438,131.7360076904297,380.54998779296875
2019-07-08,48.51597595214844,97.61599731445312,55.817501068115234,195.75999450683594,131.6399688720703,376.1600036621094
2019-07-09,48.81190490722656,99.41500091552734,56.24150085449219,199.2100067138672,131.15939331054688,379.92999267578125
2019-07-10,49.29458236694336,100.87049865722656,57.02399826049805,202.72999572753906,132.49539184570312,381.0
2019-07-11,48.93560028076172,100.05349731445312,57.21049880981445,201.22999572753906,133.0240020751953,379.5
2019-07-12,49.31156921386719,100.55000305175781,57.244998931884766,204.8699951171875,133.5045928955078,373.25
2019-07-15,49.77484893798828,101.04949951171875,57.516998291015625,203.91000366210938,133.5045928955078,366.6000061035156
2019-07-16,49.60262680053711,100.49500274658203,57.67900085449219,203.83999633789062,131.7552947998047,365.989990234375
2019-07-17,49.32368850708008,99.60150146484375,57.317501068115234,201.8000030517578,130.97674560546875,362.44000244140625
2019-07-18,49.883995056152344,98.8949966430664,57.31650161743164,200.77999877929688,131.12091064453125,325.2099914550781
2019-07-19,49.13935089111328,98.22599792480469,56.505001068115234,198.36000061035156,131.3131561279297,315.1000061035156
2019-07-22,50.262386322021484,99.28150177001953,56.903499603271484,202.32000732421875,133.05284118652344,310.6199951171875
2019-07-23,50.65531921386719,99.72450256347656,57.31050109863281,202.36000061035156,133.87942504882812,307.29998779296875
2019-07-24,50.61408996582031,100.04049682617188,56.890499114990234,204.66000366210938,135.25389099121094,317.94000244140625
2019-07-25,50.21387481689453,98.69100189208984,56.60599899291992,200.7100067138672,134.74447631835938,326.4599914550781
2019-07-26,50.38850402832031,97.15249633789062,62.52050018310547,199.75,135.8498077392578,335.7799987792969
2019-07-29,50.859066009521484,95.62249755859375,61.97050094604492,195.94000244140625,135.55184936523438,332.70001220703125
2019-07-30,50.64076614379883,94.92649841308594,61.25699996948242,197.0399932861328,134.8982696533203,325.92999267578125
2019-07-31,51.67405319213867,93.33899688720703,60.83399963378906,194.22999572753906,130.97674560546875,322.989990234375
2019-08-01,50.55587387084961,92.76599884033203,60.45050048828125,192.72999572753906,132.69720458984375,319.5
2019-08-02,49.486202239990234,91.16200256347656,59.699501037597656,189.02000427246094,131.582275390625,318.8299865722656
2019-08-05,46.89570617675781,88.25650024414062,57.61600112915039,181.72999572753906,127.07444763183594,307.6300048828125
2019-08-06,47.7834587097168,89.3915023803711,58.497501373291016,184.50999450683594,129.45809936523438,310.1000061035156
2019-08-07,48.27826690673828,89.66999816894531,58.699501037597656,185.14999389648438,130.02523803710938,304.2900085449219
2019-08-08,49.34308624267578,91.64450073242188,60.2400016784668,190.16000366210938,133.49496459960938,315.8999938964844
2019-08-09,48.936485290527344,90.37899780273438,59.4005012512207,187.85000610351562,132.36082458496094,308.92999267578125
2019-08-12,48.81231689453125,89.24600219726562,58.73550033569336,185.3699951171875,130.515380859375,310.8299865722656
2019-08-13,50.87944412231445,91.21700286865234,59.86349868774414,188.4499969482422,133.2162322998047,312.2799987792969
2019-08-14,49.36500549316406,88.14800262451172,58.214500427246094,179.7100067138672,129.20449829101562,299.1099853515625
2019-08-15,49.11909484863281,88.80599975585938,58.362998962402344,182.58999633789062,128.9152069091797,295.760009765625
2019-08-16,50.278045654296875,89.62850189208984,58.880001068115234,183.6999969482422,131.27786254882812,302.79998779296875
2019-08-19,51.21543884277344,90.80599975585938,59.92250061035156,186.1699981689453,133.4766387939453,309.3800048828125
2019-08-20,51.217872619628906,90.06900024414062,59.134498596191406,183.80999755859375,132.36758422851562,298.989990234375
2019-08-21,51.77300262451172,91.177001953125,59.5625,183.5500030517578,133.84304809570312,297.80999755859375
2019-08-22,51.72917175292969,90.23300170898438,59.47650146484375,182.0399932861328,132.8690643310547,296.92999267578125
2019-08-23,49.33823013305664,87.48100280761719,57.56449890136719,177.75,128.63555908203125,291.44000244140625
2019-08-26,50.27561569213867,88.44349670410156,58.44449996948242,180.36000061035156,130.6221160888672,294.9800109863281
2019-08-27,49.708309173583984,88.09149932861328,58.391998291015625,181.3000030517578,130.90179443359375,291.0299987792969
2019-08-28,50.041873931884766,88.2125015258789,58.55099868774414,181.75999450683594,130.7281951904297,291.7699890136719
2019-08-29,50.88916778564453,89.31999969482422,59.64250183105469,185.57000732421875,133.19696044921875,296.7799987792969
2019-08-30,50.82343673706055,88.81449890136719,59.404998779296875,185.6699981689453,132.94619750976562,293.75
2019-09-03,50.08327102661133,89.49199676513672,58.419498443603516,182.38999938964844,131.19107055664062,289.2900085449219
2019-09-04,50.93299865722656,90.03099822998047,59.070499420166016,187.13999938964844,132.72442626953125,291.5199890136719
2019-09-05,51.928829193115234,92.03600311279297,60.569000244140625,190.89999389648438,135.0581512451172,293.25
2019-09-06,51.923954010009766,91.67549896240234,60.246498107910156,187.49000549316406,134.14202880859375,290.1700134277344
2019-09-09,52.14552307128906,91.56749725341797,60.22050094604492,188.75999450683594,132.61834716796875,294.3399963378906
2019-09-10,52.761512756347656,91.02749633789062,60.29999923706055,186.1699981689453,131.2296600341797,287.989990234375
2019-09-11,54.43907165527344,91.14949798583984,61.00849914550781,188.49000549316406,131.2682647705078,288.2699890136719
2019-09-12,54.31732940673828,92.17749786376953,61.712501525878906,187.47000122070312,132.61834716796875,288.8599853515625
2019-09-13,53.26063919067383,91.96700286865234,61.97800064086914,187.19000244140625,132.4254913330078,294.1499938964844
2019-09-16,53.5406494140625,90.39199829101562,61.564998626708984,186.22000122070312,131.47076416015625,294.2900085449219
2019-09-17,53.73542022705078,91.12750244140625,61.45750045776367,188.0800018310547,132.49295043945312,298.6000061035156
2019-09-18,54.23942184448242,90.87300109863281,61.62049865722656,188.13999938964844,133.5826873779297,291.55999755859375
2019-09-19,53.798728942871094,91.07499694824219,61.93550109863281,190.13999938964844,136.0417938232422,286.6000061035156
2019-09-20,53.012298583984375,89.70800018310547,61.496498107910156,189.92999267578125,134.4698944091797,270.75
2019-09-23,53.25334167480469,89.26499938964844,61.701499938964844,186.82000732421875,134.1805877685547,265.9200134277344
2019-09-24,53.000118255615234,87.08049774169922,60.9379997253418,181.27999877929688,132.48330688476562,254.58999633789062
2019-09-25,53.815773010253906,88.41649627685547,62.32600021362305,182.8000030517578,134.3927459716797,264.75
2019-09-26,53.53821563720703,86.99199676513672,62.06949996948242,180.11000061035156,134.56634521484375,263.30999755859375
2019-09-27,53.27769470214844,86.27249908447266,61.25450134277344,177.10000610351562,132.82083129882812,263.0799865722656
2019-09-30,54.53160095214844,86.79550170898438,60.95000076293945,178.0800018310547,134.0745391845703,267.6199951171875
2019-10-01,54.68254852294922,86.78250122070312,60.255001068115234,175.80999755859375,132.1844024658203,269.5799865722656
2019-10-02,53.31177520751953,85.6614990234375,58.83150100708008,174.60000610351562,129.8506317138672,268.0299987792969
2019-10-03,53.764644622802734,86.22100067138672,59.39149856567383,179.3800048828125,131.4225311279297,268.1499938964844
2019-10-04,55.271766662597656,86.98249816894531,60.45000076293945,180.4499969482422,133.19696044921875,272.7900085449219
2019-10-07,55.283939361572266,86.63300323486328,60.38399887084961,179.67999267578125,132.23260498046875,274.4599914550781
2019-10-08,54.63629150390625,85.27549743652344,59.45650100708008,177.75,130.8342742919922,270.7200012207031
2019-10-09,55.276634216308594,86.09950256347656,60.115501403808594,179.85000610351562,133.3126983642578,267.5299987792969
2019-10-10,56.02167510986328,86.01300048828125,60.43349838256836,180.02999877929688,134.14202880859375,280.4800109863281
2019-10-11,57.51176071166992,86.59600067138672,60.772499084472656,184.19000244140625,134.70132446289062,282.92999267578125
2019-10-14,57.42897415161133,86.82150268554688,60.856998443603516,183.27999877929688,134.5760040283203,285.5299987792969
2019-10-15,57.295066833496094,88.36900329589844,62.1505012512207,188.88999938964844,136.5240020751953,284.25
2019-10-16,57.063751220703125,88.87149810791016,62.18199920654297,189.5500030517578,135.40536499023438,286.2799987792969
2019-10-17,57.285316467285156,89.3740005493164,62.653499603271484,190.38999938964844,134.7110137939453,293.3500061035156
2019-10-18,57.560455322265625,87.87550354003906,62.27450180053711,185.85000610351562,132.51226806640625,275.29998779296875
2019-10-21,58.55869674682617,89.28299713134766,62.307498931884766,189.75999450683594,133.4958953857422,278.04998779296875
2019-10-22,58.4247932434082,88.2864990234375,62.13999938964844,182.33999633789062,131.50930786132812,266.69000244140625
2019-10-23,59.20878601074219,88.1084976196289,62.95650100708008,186.14999389648438,132.34832763671875,271.2699890136719
2019-10-24,59.306182861328125,89.03900146484375,63.04949951171875,186.3800048828125,134.9521026611328,271.5
2019-10-25,60.03662109375,88.06649780273438,63.256500244140625,187.88999938964844,135.71389770507812,276.82000732421875
2019-10-28,60.638004302978516,88.85399627685547,64.5,189.39999389648438,139.0506134033203,281.8599853515625
2019-10-29,59.235572814941406,88.135498046875,63.13100051879883,189.30999755859375,137.73907470703125,281.2099914550781
2019-10-30,59.228275299072266,88.99949645996094,63.06449890136719,188.25,139.45562744140625,291.45001220703125
2019-10-31,60.5673942565918,88.83300018310547,63.00550079345703,191.64999389648438,138.25982666015625,287.4100036621094
2019-11-01,62.28634262084961,89.5719985961914,63.6870002746582,193.6199951171875,138.5973358154297,286.80999755859375
2019-11-04,62.69538116455078,90.23300170898438,64.56849670410156,194.72000122070312,139.3977813720703,292.8599853515625
2019-11-05,62.60529708862305,90.08550262451172,64.60150146484375,194.32000732421875,139.31097412109375,288.0299987792969
2019-11-06,62.632076263427734,89.78849792480469,64.58999633789062,191.5500030517578,138.92523193359375,288.5899963378906
2019-11-07,63.354915618896484,89.41000366210938,65.44300079345703,190.4199981689453,139.1180877685547,289.57000732421875
2019-11-08,63.52832794189453,89.29399871826172,65.56849670410156,190.83999633789062,140.7574920654297,291.57000732421875
2019-11-11,64.03138732910156,88.5824966430664,64.95950317382812,189.61000061035156,140.9021759033203,294.17999267578125
2019-11-12,63.972782135009766,88.9000015258789,64.94000244140625,194.47000122070312,141.8279571533203,292.010009765625
2019-11-13,64.58574676513672,87.65550231933594,64.9000015258789,193.19000244140625,142.05938720703125,283.1099853515625
2019-11-14,64.13884735107422,87.7300033569336,65.572998046875,193.14999389648438,142.7826385498047,289.6199951171875
2019-11-15,64.90077209472656,86.97450256347656,66.74349975585938,195.10000610351562,144.62457275390625,295.0299987792969
2019-11-18,65.22801208496094,87.62650299072266,66.03500366210938,197.39999389648438,144.98138427734375,302.57000732421875
2019-11-19,65.03020477294922,87.6395034790039,65.77300262451172,199.32000732421875,145.02960205078125,302.6000061035156
2019-11-20,64.27316284179688,87.27649688720703,65.15249633789062,197.50999450683594,144.77806091308594,305.1600036621094
2019-11-21,63.98499298095703,86.7354965209961,65.06749725341797,197.92999267578125,144.64256286621094,311.69000244140625
2019-11-22,63.92882537841797,87.28600311279297,64.76699829101562,198.82000732421875,144.7489776611328,310.4800109863281
2019-11-25,65.04974365234375,88.69200134277344,65.33450317382812,199.7899932861328,146.33592224121094,315.54998779296875
2019-11-26,64.5417709350586,89.84700012207031,65.67749786376953,198.97000122070312,147.1100311279297,312.489990234375
2019-11-27,65.40872192382812,90.92549896240234,65.64949798583984,202.0,147.39064025878906,315.92999267578125
2019-11-29,65.2646484375,90.04000091552734,65.24800109863281,201.63999938964844,146.4810791015625,314.6600036621094
2019-12-02,64.51004791259766,89.08000183105469,64.49600219726562,199.6999969482422,144.71026611328125,309.989990234375
2019-12-03,63.35981750488281,88.49800109863281,64.76399993896484,198.82000732421875,144.47808837890625,306.1600036621094
2019-12-04,63.919063568115234,88.03450012207031,66.0270004272461,198.7100067138672,145.00057983398438,304.32000732421875
2019-12-05,64.8568115234375,87.02400207519531,66.40650177001953,199.36000061035156,145.07797241210938,302.8599853515625
2019-12-06,66.10961151123047,87.58000183105469,67.03099822998047,201.0500030517578,146.839111328125,307.3500061035156
2019-12-09,65.1840591430664,87.47550201416016,67.1780014038086,201.33999633789062,146.46170043945312,302.5
2019-12-10,65.56502532958984,86.96050262451172,67.23300170898438,200.8699951171875,146.23916625976562,293.1199951171875
2019-12-11,66.124267578125,87.43599700927734,67.2509994506836,202.25999450683594,146.79071044921875,298.92999267578125
2019-12-12,66.29277801513672,88.0165023803711,67.51349639892578,196.75,148.28086853027344,298.44000244140625
2019-12-13,67.19387817382812,88.0469970703125,67.3915023803711,194.11000061035156,149.5291290283203,298.5
2019-12-16,68.34408569335938,88.46050262451172,68.05850219726562,197.9199981689453,150.4967803955078,304.2099914550781
2019-12-17,68.47843933105469,89.53299713134766,67.75599670410156,198.38999938964844,149.68392944335938,315.4800109863281
2019-12-18,68.31481170654297,89.20149993896484,67.63099670410156,202.5,149.37429809570312,320.79998779296875
2019-12-19,68.38318634033203,89.61399841308594,67.802001953125,206.05999755859375,150.67092895507812,332.2200012207031
2019-12-20,68.24153900146484,89.32499694824219,67.47949981689453,206.3000030517578,152.31594848632812,336.8999938964844
2019-12-23,69.3551254272461,89.6500015258789,67.44200134277344,206.17999267578125,152.31594848632812,333.1000061035156
2019-12-24,69.42105865478516,89.46050262451172,67.1780014038086,205.1199951171875,152.28689575195312,333.20001220703125
2019-12-26,70.79842376708984,93.4384994506836,68.0199966430664,207.7899932861328,153.53514099121094,332.6300048828125
2019-12-27,70.77153015136719,93.48999786376953,67.59449768066406,208.10000610351562,153.81576538085938,329.0899963378906
2019-12-30,71.19155883789062,92.34449768066406,66.80699920654297,204.41000366210938,152.49009704589844,323.30999755859375
2019-12-31,71.71173858642578,92.39199829101562,66.85099792480469,205.25,152.59654235839844,323.57000732421875
2020-01-02,73.34793090820312,94.90049743652344,68.36849975585938,209.77999877929688,155.42202758789062,329.80999755859375
2020-01-03,72.63484954833984,93.74849700927734,68.03299713134766,208.6699981689453,153.48675537109375,325.8999938964844
2020-01-06,73.21361541748047,95.14399719238281,69.71050262451172,212.60000610351562,153.88348388671875,335.8299865722656
2020-01-07,72.86930847167969,95.34300231933594,69.66699981689453,213.05999755859375,152.48040771484375,330.75
