date,adj_close,ticker
2019-01-02,146.3531494140625,AAP
2019-01-03,150.92208862304688,AAP
2019-01-04,147.17794799804688,AAP
2019-01-07,149.33731079101562,AAP
2019-01-08,148.2993621826172,AAP
2019-01-09,152.38632202148438,AAP
2019-01-10,152.9794464111328,AAP
2019-01-11,147.74325561523438,AAP
2019-01-14,147.09454345703125,AAP
2019-01-15,148.54031372070312,AAP
2019-01-16,150.54209899902344,AAP
2019-01-17,154.10084533691406,AAP
2019-01-18,155.33343505859375,AAP
2019-01-22,152.10833740234375,AAP
2019-01-23,152.29364013671875,AAP
2019-01-24,144.861083984375,AAP
2019-01-25,141.99742126464844,AAP
2019-01-28,143.51730346679688,AAP
2019-01-29,144.00845336914062,AAP
2019-01-30,147.39111328125,AAP
2019-01-31,147.53941345214844,AAP
2019-02-01,147.39111328125,AAP
2019-02-04,149.5319366455078,AAP
2019-02-05,149.63388061523438,AAP
2019-02-06,145.70443725585938,AAP
2019-02-07,151.1815643310547,AAP
2019-02-08,150.5142822265625,AAP
2019-02-11,153.03506469726562,AAP
2019-02-12,155.5928955078125,AAP
2019-02-13,154.26766967773438,AAP
2019-02-14,156.38063049316406,AAP
2019-02-15,157.53915405273438,AAP
2019-02-19,154.89784240722656,AAP
2019-02-20,153.84133911132812,AAP
2019-02-21,149.49484252929688,AAP
2019-02-22,149.6431427001953,AAP
2019-02-25,146.15853881835938,AAP
2019-02-26,150.98692321777344,AAP
2019-02-27,146.70530700683594,AAP
2019-02-28,149.930419921875,AAP
2019-03-01,148.85537719726562,AAP
2019-03-04,146.79798889160156,AAP
2019-03-05,145.78782653808594,AAP
2019-03-06,146.39947509765625,AAP
2019-03-07,142.84075927734375,AAP
2019-03-08,140.6536407470703,AAP
2019-03-11,144.07337951660156,AAP
2019-03-12,143.52655029296875,AAP
2019-03-13,143.36900329589844,AAP
2019-03-14,142.72027587890625,AAP
2019-03-15,143.49871826171875,AAP
2019-03-18,149.73583984375,AAP
2019-03-19,151.4503173828125,AAP
2019-03-20,152.12684631347656,AAP
2019-03-21,156.74375915527344,AAP
2019-03-22,152.8221435546875,AAP
2019-03-25,155.54783630371094,AAP
2019-03-26,156.0021209716797,AAP
2019-03-27,154.7227020263672,AAP
2019-03-28,156.4470977783203,AAP
2019-03-29,158.0973358154297,AAP
2019-04-01,160.9713134765625,AAP
2019-04-02,160.7024383544922,AAP
2019-04-03,159.17276000976562,AAP
2019-04-04,161.31431579589844,AAP
2019-04-05,163.8916778564453,AAP
2019-04-08,164.6426239013672,AAP
2019-04-09,162.8440399169922,AAP
2019-04-10,165.76437377929688,AAP
2019-04-11,167.76690673828125,AAP
2019-04-12,166.97886657714844,AAP
2019-04-15,168.20263671875,AAP
2019-04-16,166.83053588867188,AAP
2019-04-17,163.9194793701172,AAP
2019-04-18,162.6122589111328,AAP
2019-04-22,157.68014526367188,AAP
2019-04-23,159.89590454101562,AAP
2019-04-24,159.3303680419922,AAP
2019-04-25,158.1992950439453,AAP
2019-04-26,157.7821044921875,AAP
2019-04-29,154.61146545410156,AAP
2019-04-30,154.19424438476562,AAP
2019-05-01,151.88580322265625,AAP
2019-05-02,154.62071228027344,AAP
2019-05-03,151.3666229248047,AAP
2019-05-06,150.17996215820312,AAP
2019-05-07,148.94692993164062,AAP
2019-05-08,147.0556640625,AAP
2019-05-09,148.2330322265625,AAP
2019-05-10,146.5920867919922,AAP
2019-05-13,144.04257202148438,AAP
2019-05-14,144.39488220214844,AAP
2019-05-15,144.4690399169922,AAP
2019-05-16,145.8133544921875,AAP
2019-05-17,146.45303344726562,AAP
2019-05-20,147.0741729736328,AAP
2019-05-21,149.54025268554688,AAP
2019-05-22,154.1664276123047,AAP
2019-05-23,148.1496124267578,AAP
2019-05-24,146.56423950195312,AAP
2019-05-28,143.29164123535156,AAP
2019-05-29,144.42266845703125,AAP
2019-05-30,147.76950073242188,AAP
2019-05-31,143.69952392578125,AAP
2019-06-03,142.0030059814453,AAP
2019-06-04,143.3380126953125,AAP
2019-06-05,143.3380126953125,AAP
2019-06-06,143.60684204101562,AAP
2019-06-07,144.02406311035156,AAP
2019-06-10,142.3274383544922,AAP
2019-06-11,141.07586669921875,AAP
2019-06-12,139.56471252441406,AAP
2019-06-13,139.62962341308594,AAP
2019-06-14,140.7328338623047,AAP
2019-06-17,140.67721557617188,AAP
2019-06-18,143.54193115234375,AAP
2019-06-19,142.55921936035156,AAP
2019-06-20,142.15118408203125,AAP
2019-06-21,142.12335205078125,AAP
2019-06-24,141.27931213378906,AAP
2019-06-25,143.2919464111328,AAP
2019-06-26,139.05343627929688,AAP
2019-06-27,140.70431518554688,AAP
2019-06-28,142.9580078125,AAP
2019-07-01,145.23031616210938,AAP
2019-07-02,148.1981201171875,AAP
2019-07-03,148.97723388671875,AAP
2019-07-05,148.9679412841797,AAP
2019-07-08,146.71421813964844,AAP
2019-07-09,144.21939086914062,AAP
2019-07-10,145.08189392089844,AAP
2019-07-11,144.95204162597656,AAP
2019-07-12,147.07595825195312,AAP
2019-07-15,147.39126586914062,AAP
2019-07-16,150.02523803710938,AAP
2019-07-17,146.23199462890625,AAP
2019-07-18,146.44525146484375,AAP
2019-07-19,145.54563903808594,AAP
2019-07-22,147.37274169921875,AAP
2019-07-23,146.20416259765625,AAP
2019-07-24,147.00173950195312,AAP
2019-07-25,139.1461944580078,AAP
2019-07-26,141.5482940673828,AAP
2019-07-29,141.9378204345703,AAP
2019-07-30,140.78778076171875,AAP
2019-07-31,139.71192932128906,AAP
2019-08-01,139.072021484375,AAP
2019-08-02,135.20448303222656,AAP
2019-08-05,132.7745819091797,AAP
2019-08-06,135.07469177246094,AAP
2019-08-07,133.59071350097656,AAP
2019-08-08,133.9524688720703,AAP
2019-08-09,133.85971069335938,AAP
2019-08-12,131.8470916748047,AAP
2019-08-13,131.91197204589844,AAP
2019-08-14,126.58844757080078,AAP
2019-08-15,127.5251693725586,AAP
2019-08-16,126.6811752319336,AAP
2019-08-19,126.45860290527344,AAP
2019-08-20,125.55896759033205,AAP
2019-08-21,126.34730529785156,AAP
2019-08-22,127.5251693725586,AAP
2019-08-23,125.2529067993164,AAP
2019-08-26,125.20652770996094,AAP
2019-08-27,125.1045150756836,AAP
2019-08-28,126.83885192871094,AAP
2019-08-29,128.05381774902344,AAP
2019-08-30,127.94251251220705,AAP
2019-09-03,130.17770385742188,AAP
2019-09-04,131.59669494628906,AAP
2019-09-05,135.9186553955078,AAP
2019-09-06,136.53077697753906,AAP
2019-09-09,136.7347869873047,AAP
2019-09-10,143.4774169921875,AAP
2019-09-11,147.3356170654297,AAP
2019-09-12,143.94114685058594,AAP
2019-09-13,145.61056518554688,AAP
2019-09-16,144.74803161621094,AAP
2019-09-17,144.74803161621094,AAP
2019-09-18,142.6334228515625,AAP
2019-09-19,141.7705535888672,AAP
2019-09-20,144.4519500732422,AAP
2019-09-23,149.582763671875,AAP
2019-09-24,147.72714233398438,AAP
2019-09-25,150.5662841796875,AAP
2019-09-26,148.80343627929688,AAP
2019-09-27,150.0095672607422,AAP
2019-09-30,153.4611053466797,AAP
2019-10-01,155.21461486816406,AAP
2019-10-02,151.19717407226562,AAP
2019-10-03,148.32093811035156,AAP
2019-10-04,148.39517211914062,AAP
2019-10-07,146.845703125,AAP
2019-10-08,143.19012451171875,AAP
2019-10-09,143.2643280029297,AAP
2019-10-10,144.6931915283203,AAP
2019-10-11,147.1147918701172,AAP
2019-10-14,145.96429443359375,AAP
2019-10-15,148.20034790039062,AAP
2019-10-16,151.00238037109375,AAP
2019-10-17,151.93016052246094,AAP
2019-10-18,151.6981964111328,AAP
2019-10-21,154.0456085205078,AAP
2019-10-22,153.9991912841797,AAP
2019-10-23,153.20126342773438,AAP
2019-10-24,154.769287109375,AAP
2019-10-25,153.60951232910156,AAP
2019-10-28,154.39816284179688,AAP
2019-10-29,152.48687744140625,AAP
2019-10-30,152.13429260253906,AAP
2019-10-31,150.7518310546875,AAP
2019-11-01,152.9229278564453,AAP
2019-11-04,154.58370971679688,AAP
2019-11-05,156.0032958984375,AAP
2019-11-06,157.45066833496094,AAP
2019-11-07,157.06103515625,AAP
2019-11-08,155.3166961669922,AAP
2019-11-11,156.63424682617188,AAP
2019-11-12,144.86944580078125,AAP
2019-11-13,147.13336181640625,AAP
2019-11-14,145.50965881347656,AAP
2019-11-15,150.9188690185547,AAP
2019-11-18,151.85592651367188,AAP
2019-11-19,150.2879180908203,AAP
2019-11-20,150.06524658203125,AAP
2019-11-21,146.90139770507812,AAP
2019-11-22,146.474609375,AAP
2019-11-25,147.6621856689453,AAP
2019-11-26,145.75088500976562,AAP
2019-11-27,147.3188934326172,AAP
2019-11-29,145.74159240722656,AAP
2019-12-02,145.24989318847656,AAP
2019-12-03,141.59426879882812,AAP
2019-12-04,141.33447265625,AAP
2019-12-05,141.29737854003906,AAP
2019-12-06,143.4591827392578,AAP
2019-12-09,140.6293487548828,AAP
2019-12-10,144.8972930908203,AAP
2019-12-11,144.64678955078125,AAP
2019-12-12,144.85089111328125,AAP
2019-12-13,144.00662231445312,AAP
2019-12-16,142.42001342773438,AAP
2019-12-17,146.57664489746094,AAP
2019-12-18,146.62303161621094,AAP
2019-12-19,145.24008178710938,AAP
2019-12-20,146.7622833251953,AAP
2019-12-23,148.47940063476562,AAP
2019-12-24,149.03627014160156,AAP
2019-12-26,147.82968139648438,AAP
2019-12-27,146.9757537841797,AAP
2019-12-30,147.69044494628906,AAP
2019-12-31,148.65573120117188,AAP
2020-01-02,147.95962524414062,AAP
2020-01-03,147.96888732910156,AAP
2020-01-06,145.5370635986328,AAP
2020-01-07,143.81069946289062,AAP
2020-01-08,142.1585693359375,AAP
2020-01-09,141.88937377929688,AAP
2020-01-10,138.30662536621094,AAP
2020-01-13,134.82598876953125,AAP
2020-01-14,138.2045440673828,AAP
2020-01-15,139.4204864501953,AAP
2020-01-16,141.02618408203125,AAP
2020-01-17,140.20010375976562,AAP
2020-01-21,138.29737854003906,AAP
2020-01-22,137.04434204101562,AAP
2020-01-23,138.97494506835938,AAP
2020-01-24,131.50314331054688,AAP
2020-01-27,129.07135009765625,AAP
2020-01-28,128.62583923339844,AAP
2020-01-29,128.59800720214844,AAP
2020-01-30,125.55358123779295,AAP
2020-01-31,122.28643798828124,AAP
2020-02-03,123.12175750732422,AAP
2020-02-04,122.11007690429688,AAP
2020-02-05,127.1778793334961,AAP
2020-02-06,124.71824645996094,AAP
2020-02-07,123.38166809082033,AAP
2020-02-10,121.29328918457033,AAP
2020-02-11,122.62056732177734,AAP
2020-02-12,124.67181396484376,AAP
2020-02-13,124.99668884277344,AAP
2020-02-14,123.99425506591795,AAP
2020-02-18,131.6238250732422,AAP
2020-02-19,130.05517578125,AAP
2020-02-20,132.2456817626953,AAP
2020-02-21,130.510009765625,AAP
2020-02-24,129.8603057861328,AAP
2020-02-25,127.71624755859376,AAP
2020-02-26,124.8760223388672,AAP
2020-02-27,124.4954605102539,AAP
2020-02-28,123.42806243896484,AAP
2020-03-02,123.43736267089844,AAP
2020-03-03,120.96842193603516,AAP
2020-03-04,123.35382843017578,AAP
2020-03-05,117.80335998535156,AAP
2020-03-06,118.72225952148438,AAP
2020-03-09,120.99626922607422,AAP
2020-03-10,125.48859405517578,AAP
2020-03-11,116.59674072265624,AAP
2020-03-12,101.32833862304688,AAP
2020-03-13,105.52367401123048,AAP
2020-03-16,88.4082260131836,AAP
2020-03-17,93.0490493774414,AAP
2020-03-18,82.36581420898438,AAP
2020-03-19,80.02023315429688,AAP
2020-03-20,69.83735656738281,AAP
2020-03-23,73.06720733642578,AAP
2020-03-24,80.40184020996094,AAP
2020-03-25,84.11573028564453,AAP
2020-03-26,90.39856719970705,AAP
2020-03-27,88.9837646484375,AAP
2020-03-30,89.82147216796875,AAP
2020-03-31,86.8615493774414,AAP
2020-04-01,82.99876403808594,AAP
2020-04-02,82.2913589477539,AAP
2020-04-03,78.79158020019531,AAP
2020-04-06,89.17920684814453,AAP
2020-04-07,92.55799865722656,AAP
2020-04-08,95.4248504638672,AAP
2020-04-09,99.46448516845705,AAP
2020-04-13,102.3871612548828,AAP
2020-04-14,107.4041519165039,AAP
2020-04-15,104.23943328857422,AAP
2020-04-16,109.3960418701172,AAP
2020-04-17,110.63399505615234,AAP
2020-04-20,107.4134521484375,AAP
2020-04-21,105.65424346923828,AAP
2020-04-22,105.19815826416016,AAP
2020-04-23,105.54255676269533,AAP
2020-04-24,109.45188903808594,AAP
2020-04-27,110.71775817871094,AAP
2020-04-28,112.59796905517578,AAP
2020-04-29,116.26529693603516,AAP
2020-04-30,112.54210662841795,AAP
2020-05-01,108.52108764648438,AAP
2020-05-04,111.79749298095705,AAP
2020-05-05,112.80274200439452,AAP
2020-05-06,112.77481079101562,AAP
2020-05-07,111.33209228515624,AAP
2020-05-08,116.20944213867188,AAP
2020-05-11,117.2239990234375,AAP
2020-05-12,115.8836669921875,AAP
2020-05-13,110.9876937866211,AAP
2020-05-14,112.74687957763672,AAP
2020-05-15,117.33567810058594,AAP
2020-05-18,122.03618621826172,AAP
2020-05-19,126.42021942138672,AAP
2020-05-20,126.3271484375,AAP
2020-05-21,125.46150970458984,AAP
2020-05-22,124.2421646118164,AAP
2020-05-26,126.19683074951172,AAP
2020-05-27,131.90260314941406,AAP
2020-05-28,128.85888671875,AAP
2020-05-29,129.67799377441406,AAP
2020-06-01,130.115478515625,AAP
2020-06-02,129.83624267578125,AAP
2020-06-03,132.47039794921875,AAP
2020-06-04,132.3587188720703,AAP
2020-06-05,135.98878479003906,AAP
2020-06-08,136.22146606445312,AAP
2020-06-09,134.22959899902344,AAP
2020-06-10,130.66465759277344,AAP
2020-06-11,123.91641235351562,AAP
2020-06-12,126.33646392822266,AAP
2020-06-15,128.3097381591797,AAP
2020-06-16,132.78684997558594,AAP
2020-06-17,138.35301208496094,AAP
2020-06-18,137.718994140625,AAP
2020-06-19,135.0990447998047,AAP
2020-06-22,141.3458709716797,AAP
2020-06-23,139.82611083984375,AAP
2020-06-24,133.32754516601562,AAP
2020-06-25,133.24366760253906,AAP
2020-06-26,130.52117919921875,AAP
