date1,m_industrial
2022-02-11,159.06577618057662
2022-02-14,158.32243169320597
2022-02-15,160.57913061090417
2022-02-16,161.96870113063503
2022-02-17,159.0699783531395
2022-02-18,158.09068592174634
2022-02-22,156.49996131175274
2022-02-23,153.25981359224062
2022-02-24,156.3760019508568
2022-02-25,160.18237817609634
2022-02-28,161.6231669864139
2022-03-01,159.74930355999922
2022-03-02,163.2966972815024
2022-03-03,163.3023055437449
2022-03-04,162.93400274740682
2022-03-07,158.66874741219186
2022-03-08,157.27263069152832
2022-03-09,160.3256643269513
2022-03-10,159.82338837030773
2022-03-11,158.04469430768813
2022-03-14,158.3443318959829
2022-03-15,161.1824593930631
2022-03-16,163.26428967553215
2022-03-17,165.5135675378748
2022-03-18,166.53414143742742
2022-03-21,166.59397589193807
2022-03-22,167.68641428045325
2022-03-23,166.14495653719516
2022-03-24,167.59078703699885
2022-03-25,168.35082561905318
2022-03-28,168.41494622101655
2022-03-29,170.3129359580375
2022-03-30,169.65326020524307
2022-03-31,166.82917192819957
2022-04-01,166.2853600527789
2022-04-04,166.40109082814809
2022-04-05,164.60962130572344
2022-04-06,163.3652366174234
2022-04-07,163.93024795119828
2022-04-08,162.80618626362568
2022-04-11,161.64763582074966
2022-04-12,161.38317595301447
2022-04-13,162.7929867409371
2022-04-14,161.8940997252593
2022-04-18,161.5175012640051
2022-04-19,164.9003031447127
2022-04-20,165.80786514282227
2022-04-21,163.31421344344682
2022-04-22,159.63100453969594
2022-04-25,159.87274855536384
2022-04-26,156.53983373899717
2022-04-27,157.41739352973732
2022-04-28,159.68390145172944
2022-04-29,155.07591268178578
2022-05-02,155.3129705738377
2022-05-03,156.0580828640912
2022-05-04,160.933638418043
2022-05-05,156.18376061723038
2022-05-06,154.7496440990551
2022-05-09,150.9674457343849
2022-05-10,150.4377384185791
2022-05-11,148.49193200549564
2022-05-12,148.824118304897
2022-05-13,151.11512645515236
2022-05-16,150.38296405689135
2022-05-17,153.58574305353937
2022-05-18,147.30907185013228
2022-05-19,146.86581008498734
2022-05-20,145.9587032472765
2022-05-23,148.30206370998073
2022-05-24,148.28449839514656
2022-05-25,149.551280691817
2022-05-26,152.55614976625185
2022-05-27,155.98361128729744
2022-05-31,154.73276331618027
2022-06-01,153.6872455236074
2022-06-02,156.8888435879269
2022-06-03,156.53978484385723
2022-06-06,157.28793881390547
2022-06-07,159.35743674716434
2022-06-08,156.26260832193736
2022-06-09,153.41154945218886
2022-06-10,148.98325601783958
2022-06-13,144.18835325498839
2022-06-14,143.33358113830155
2022-06-15,144.8960117005013
2022-06-16,139.44796402389937
2022-06-17,138.8904027809968
2022-06-21,141.5767215651435
2022-06-22,141.14563287271037
2022-06-23,141.07155980290594
2022-06-24,146.01484690485773
2022-06-27,146.01571378192386
2022-06-28,143.89334366772627
2022-06-29,143.18909386042003
2022-06-30,143.7494329246315
2022-07-01,145.25175763465262
2022-07-05,143.40835020993208
2022-07-06,144.75424796181755
2022-07-07,146.6552599056347
2022-07-08,145.9703213073112
2022-07-11,145.00963723981704
2022-07-12,144.17006283837395
2022-07-13,142.52952087247695
2022-07-14,141.81752586364746
2022-07-15,143.83001769555582
2022-07-18,143.05260968852687
2022-07-19,148.16651555654164
2022-07-20,149.6566974150168
2022-07-21,150.79803992606497
2022-07-22,150.18841916161614
2022-07-25,150.66469200237378
2022-07-26,149.96089906950255
2022-07-27,153.1081742595982
2022-07-28,156.77253583959632
2022-07-29,160.3952658756359
2022-08-01,160.25640133264903
2022-08-02,158.93115645485955
2022-08-03,160.29614668923455
2022-08-04,160.84544479524766
2022-08-05,161.36719046412287
2022-08-08,161.4327223494246
2022-08-09,160.5278078672048
2022-08-10,164.31834550805993
2022-08-11,164.78344682745032
2022-08-12,167.81132636199126
2022-08-15,168.24212406777048
2022-08-16,168.7190991994497
2022-08-17,167.41872159854785
2022-08-18,168.09333924989443
2022-08-19,166.10408945341368
2022-08-22,162.71096277236938
2022-08-23,162.82520907634014
2022-08-24,163.46785635561557
2022-08-25,165.89066136849894
2022-08-26,160.16805305996456
2022-08-29,159.23150905402932
2022-08-30,156.86322266346698
