date1,m_industrial,m_financials,m_infotech,m_healthc,m_consumerd
2019-03-28,104.72066285875108,90.6758387659637,100.9819949278191,140.38407682994054,201.80488330013347
2019-03-29,105.78729157977634,91.21582725686086,102.22919919597568,142.36467845856197,202.46115006140943
2019-04-01,108.0397194756402,92.80939043071908,104.14258736283033,143.02646273658388,203.631092971226
2019-04-02,107.89324124654134,92.88192448145908,104.29091820788028,142.90929488530236,203.90917041166773
2019-04-03,108.00191685888502,93.15115051538172,105.370892581655,142.745975191631,205.40965559797468
2019-04-04,108.60144707891676,93.30512598870506,104.3462314321034,142.37301478310238,207.3470449537601
2019-04-05,109.13436312145656,93.63870767136694,104.94829083912408,143.84256090436662,208.06864930998603
2019-04-08,109.05805979834662,93.83436166736442,105.3305452261398,143.70055362156458,208.99840626626644
2019-04-09,107.46810868051315,93.2259336659606,104.844433229361,142.9443522256518,207.6723690662744
2019-04-10,107.55676447020636,93.626135476878,105.91823841208844,143.61596770513626,209.61785842787543
2019-04-11,108.74515557289124,94.02052591887998,106.37479960028804,142.22064293755426,210.87534847799336
2019-04-12,109.94419023725722,95.31811432099678,107.23376242794208,141.23223107958597,212.03939912903985
2019-04-15,109.49204961458842,95.02471339534706,107.1098421296077,141.37859856136262,213.11202021364892
2019-04-16,109.94307200113931,96.0420777361158,107.6339668444733,137.50806865994892,213.63290230733045
2019-04-17,109.98151993751526,95.7442703918672,106.88344435905344,132.63418660845076,213.45995074398112
2019-04-18,111.0923084417979,95.78104238107171,106.99491742831556,133.65202882554797,214.27862161060548
2019-04-22,110.57609984609816,95.6184058928154,107.29702763059248,133.92416127522787,216.9195683587272
2019-04-23,111.92747974395752,96.50465481717822,108.53615910259646,135.6722060309516,217.96291482673504
2019-04-24,111.56858327653671,96.61920736877012,108.69902891187526,135.52411351885115,218.157312950998
2019-04-25,109.7640442053477,96.81782214742312,108.41082890353984,137.09384016006712,215.22807668290048
2019-04-26,110.5118113623725,97.66156244949556,108.73966913080928,138.62738476102314,214.90724322480972
2019-04-29,110.6763567129771,98.15962857259832,108.68865575363388,138.25925914824955,214.8827628909417
2019-04-30,111.06042801009283,98.8700128609026,109.15975992003484,138.94861878289117,215.14844070290616
2019-05-01,110.16406030125088,97.69861498013348,107.8724582444376,137.76676289997403,214.3569930094593
2019-05-02,110.2005979484982,97.70866279870692,107.6115800088911,139.3346728673057,216.33631098045493
2019-05-03,111.54576791657342,98.58892306475572,108.28988533589376,141.0546087537493,217.56402271198775
2019-05-06,110.60177495744492,98.6342013453094,107.6720752289046,141.85945308019245,217.1202089381668
2019-05-07,108.6386793454488,96.99126999814746,105.5807961990584,138.74814723786852,214.1308227215173
2019-05-08,108.68246931499904,97.10584494093774,105.41939409455256,138.98179284353105,213.07934663880548
2019-05-09,108.57429840829636,97.01893556621712,105.05144623144348,139.16968263898576,213.95443678801917
2019-05-10,108.8822992377811,97.76555618769686,105.60647249933498,138.6557984730554,215.0859549360455
2019-05-13,105.89669227600098,95.3036467995442,101.19885754941114,135.12906528654554,210.0413249393679
2019-05-14,106.80330816904704,96.61427782622862,103.02553124214286,136.2935938153948,212.15657230593123
2019-05-15,106.91621764500935,96.58868656695728,103.95690461059117,136.58860651652017,213.08421037781915
2019-05-16,108.13527403937444,97.84927213695688,104.98488120178678,137.9216668870714,214.54004892313256
2019-05-17,106.95385323630438,97.32051351036824,103.44075595798778,136.97821135748,213.5760535654032
2019-05-20,106.66031455993652,97.44194322236828,101.4000468325259,136.54151532006642,211.53200010983448
2019-05-21,108.01658733685812,98.31212089431118,103.01671305699136,137.93327897692484,214.77270065163663
2019-05-22,107.0568113591936,98.25275795896287,102.8264988144832,138.87394193619016,212.4950763774368
2019-05-23,105.4802941746182,96.76318668311752,100.65855370706586,137.61573985266307,209.32791927625547
2019-05-24,105.53690319591098,97.27883286543296,100.9686164571278,138.26810770186168,210.46490190613943
2019-05-28,104.69853144221835,96.44714046532,100.55713079936469,136.44966246589783,208.58147216293048
2019-05-29,104.34313204553392,96.40609965525884,99.83398840320643,135.50656933254666,207.2229544801532
2019-05-30,104.84210613038805,96.51162723756173,100.49858904596584,136.18257224370564,208.28569741518996
2019-05-31,103.40077662467957,95.63377326642964,99.19310996781536,135.4315190542312,206.1110908220399
2019-06-03,104.09644503063626,95.6150066617509,97.58258949108978,135.77928697495233,207.07327637582452
2019-06-04,106.64376905229356,97.7117769214469,101.01068337283915,138.42485903179835,212.44350753640228
2019-06-05,107.92425809966193,99.01821704649588,102.38643607808582,139.47975403921944,214.6761968540696
2019-06-06,107.92272769080267,99.55411230006688,103.33819054845554,140.1551097385467,215.6886332889773
2019-06-07,108.94702678256564,100.33006586155422,104.67589789717944,142.1567107760717,217.9867465181171
2019-06-10,109.38303383191426,101.01502266736098,105.84231304054828,143.24926803225563,218.98413071542416
2019-06-11,108.38503766059875,100.46679554522878,105.22746348025194,142.76033138093493,218.7617771220657
2019-06-12,108.61483155356512,100.22326658813049,104.79276047891643,143.41623009575738,219.5696117653037
2019-06-13,109.49832895067004,100.22304869369722,105.26324398837872,143.65435282389322,220.64036855157812
2019-06-14,109.04499295022752,100.52469119219712,103.78067671363031,142.8921838033767,221.71031374301552
2019-06-17,108.58535252677068,99.68335060334542,103.82137875058758,143.73125123220777,220.8854980828627
2019-06-18,110.35347890853882,100.51641375581984,105.94455600852396,144.93644242059617,222.45119371954
2019-06-19,110.76445078849792,101.10410417637355,106.82514135161442,146.6924208080958,221.80257399577016
2019-06-20,112.4474322795868,101.85220357062111,108.09589353248256,147.2934425596207,223.28117298630048
2019-06-21,111.81550341182285,101.38508846390415,107.49796420424732,147.87252115824865,220.90876107845665
2019-06-24,111.42398357391356,101.23348969472966,107.17354213657664,147.02260318635,220.1857487840473
2019-06-25,110.70088137520683,100.38035529767964,105.37709500896396,146.5606229570177,217.77092822092885
2019-06-26,110.6428833802541,99.8085296120442,106.26388831636798,145.00042862362332,216.40402682322377
2019-06-27,110.98211540116203,100.47631385964408,107.4848352403783,146.3170667375837,219.23005026691365
2019-06-28,112.17524382803175,101.47855264368192,108.47030269565867,147.66758151281448,221.49787337824984
2019-07-01,112.38117027282716,102.58417129516602,110.42740796217278,148.42689271957155,222.190339952145
2019-07-02,112.2077485985226,102.99484598132926,110.55238323781028,148.4096800486247,223.4904801170781
2019-07-03,112.98680347866484,104.14007188232851,111.34810876134615,150.12382112230574,224.9361373433527
2019-07-05,112.55770534939236,104.34788745557758,111.39774463425822,149.23337256719196,224.0987350355904
2019-07-08,111.70453368292914,103.53871697439274,110.47148036956789,148.1374971450321,223.46648119080743
2019-07-09,111.39576845698886,104.04548898884948,111.11229519345868,148.1516859266493,223.55317702383363
2019-07-10,110.96382003360324,104.0548186637986,111.67619655381388,148.5268921019539,225.12775257398496
2019-07-11,111.63162562582228,104.78540968559156,111.93296251724016,149.29087380000524,225.52960228470133
2019-07-12,113.56791093614366,105.44817348265312,113.19396080187896,147.7406029020037,227.87409168819207
2019-07-15,113.19353119532268,105.3329087109633,113.33795770958288,147.6124618166969,227.5435290426578
2019-07-16,113.84621858596802,104.90051078796388,112.3350552231518,146.8492600728595,228.55955633127465
2019-07-17,112.18116728464764,104.23647513859709,112.25667492311392,146.73787478795128,226.9463897741066
2019-07-18,112.14084964328342,105.02691698745944,112.6191181496008,147.86762885441857,227.90485518833376
2019-07-19,112.35881378915576,104.30101686128428,111.89093342112072,146.311175467476,227.28323115942607
2019-07-22,112.4149800406562,104.42866658492828,112.83946797385144,146.54799708109053,226.83885387204728
2019-07-23,114.090333170361,104.89385790220447,113.33704655206026,147.65265380011664,225.2122113749666
2019-07-24,115.23881273799472,104.90038116884904,115.1704057294931,147.90418384188698,226.9961938858032
2019-07-25,114.88121649954054,104.65128378800942,113.97242788058608,145.60724194844565,226.69005437167183
2019-07-26,115.02150710423788,105.82287127535108,114.66676033076956,146.4268396014259,225.630202293396
2019-07-29,114.5187020831638,105.10146417752118,114.0081561074328,147.02423890431723,224.9225259277056
2019-07-30,114.88253728548686,104.46196960395493,113.59988865923526,146.88658036126031,223.802019209232
2019-07-31,113.6135756969452,103.98865838118004,112.23414048152183,145.29012065463596,222.89825412462343
2019-08-01,111.52856641345554,102.82528150585335,111.80612211085078,145.7836615850055,221.69916644186344
2019-08-02,110.55626784430608,102.2357979358082,109.77664698415728,144.57624535333542,220.1979609075582
2019-08-05,107.64959030681186,98.86901457880585,105.56046732148128,140.31044251578194,214.83865642547607
2019-08-06,110.04005053308276,100.63471170882104,107.37349416248834,143.06374663398378,217.66493557983972
2019-08-07,110.38729696803622,101.0076537468064,108.15059468283582,143.09221016414585,220.35589928896923
2019-08-08,112.54930830001832,102.93587325996076,111.29773510036183,145.5780568349929,225.8231161765333
2019-08-09,111.41063862376744,102.63202143387056,109.841126584295,145.4415068853469,224.39499907223683
2019-08-12,109.99870363871256,100.86099377484388,108.4517672097505,143.5630473182315,221.5788239623016
2019-08-13,111.24560358789232,102.39378733030507,110.34572806287169,145.87976823534285,224.89090930290945
2019-08-14,108.05851742956374,99.08569851727552,106.64570496687249,141.40574863978796,219.2412930164697
2019-08-15,108.363264825609,99.95786987895696,106.82566325344256,142.07489706977967,219.6573854842276
2019-08-16,110.37954261567856,101.51083981151312,108.9654529913148,143.7619113013858,221.5049335281804
2019-08-19,111.5994684961107,102.54899149881282,110.15197097721384,145.00298070150708,224.03063857780316
2019-08-20,110.86928682857088,101.68872557895284,109.8371509011112,143.6154332236638,224.1700682640076
2019-08-21,111.64267312155827,102.56537636233048,111.41754413718608,144.7948665164766,226.1183223364488
2019-08-22,111.65493501557243,102.74000557375626,111.4361776522736,143.76374592856754,226.9608397573795
2019-08-23,108.66823495758904,100.21547504210136,108.5998199662166,140.4200389650133,220.7314390056538
2019-08-26,109.45265385839674,101.17746097940794,109.7631639936077,141.52542600177583,223.28299880477616
2019-08-27,109.03922912809584,101.21102063084992,109.69186103877736,140.5833126855275,222.9621393905496
2019-08-28,110.05562541219923,101.6441905196284,109.4282164929518,141.29190184578064,225.3707690778768
2019-08-29,111.92374878459506,102.5513150658406,111.39214724925029,143.0381655314612,227.39383628233423
2019-08-30,112.37821706136069,102.78407738913953,111.30051830633364,143.08720570518858,224.72398507819983
2019-09-03,110.67133249176874,102.09534517476256,109.93303523846528,141.8464039242457,223.28354661869557
2019-09-04,111.95008182525636,103.16759910046214,111.83278307274206,141.77397964114235,226.5497304268603
2019-09-05,114.02676102850172,104.88859034256195,113.97549422819225,143.53495018065922,227.70306151767943
2019-09-06,114.2047827773624,105.22401905059814,113.79164085103504,143.6423574629284,228.66331105862025
2019-09-09,114.04164830843608,104.4043853115028,111.9584300482451,141.61130883958606,231.5549743040553
2019-09-10,114.76917608579,103.04797509690404,110.2714055189446,142.089174361456,230.44090699249844
2019-09-11,115.67704921298557,103.44583187640552,111.22800280442878,143.65991347176688,231.5817642211914
2019-09-12,115.96050577693516,104.29849792534196,111.65749574063427,143.53218638707722,231.02390532223683
2019-09-13,116.37573785252042,104.33811405343069,111.250945233587,143.4312997242761,230.40575022067665
2019-09-16,116.3976005713145,104.2583652953027,111.42011323615688,143.58040034581745,228.57520242007277
2019-09-17,116.5009601910909,105.18611531862072,112.39246428190772,143.87268069433787,231.3891047351765
2019-09-18,116.22287729051378,105.31014836002404,112.3438324287756,143.76479527306935,232.3002343267765
2019-09-19,115.70072714487712,105.14429365077488,112.5192706691685,144.50124032156808,231.32429208395612
2019-09-20,115.0291788313124,104.28888922677912,111.73738583522056,145.35436896672326,229.88923330127068
2019-09-23,114.8927468723721,104.30203852854984,112.03127811204142,144.77377794659327,227.297237297274
2019-09-24,114.15557620260452,103.7780266882668,110.46683611798642,143.17379573034862,225.38324939979697
2019-09-25,115.34484283129376,104.27080322319352,111.81399224409417,142.89735473148406,226.683671573423
2019-09-26,115.5500995847914,103.94650674202072,112.04346628331426,141.74528824336946,226.5907521247864
2019-09-27,114.73680318726434,103.0256429591649,109.78726105191816,140.54881371392145,226.44467967411256
2019-09-30,115.08422287305196,103.15152098427356,110.80115117599716,141.8810528951978,229.9366286385734
2019-10-01,112.47629316647848,101.44144434324453,109.29862268647152,139.98532218024843,229.56371698739397
2019-10-02,110.3243715763092,99.33574759792276,107.58473841823748,137.7294880246359,224.88933699086027
2019-10-03,111.0407694445716,100.12074947357178,108.96686867101867,139.40848529149616,224.88565855206184
2019-10-04,112.3655817243788,102.0933233852118,110.8741736767897,141.24731015402173,228.0889889339231
2019-10-07,111.7886024845971,101.51893794368692,110.29441390820404,140.67391439468142,226.30849196775904
2019-10-08,110.0794255203671,99.599412165897,107.82871560908076,137.22219798678444,225.1860875813466
2019-10-09,111.0780918598175,100.81769075527995,109.234619396836,138.88241484808543,225.76462016915372
2019-10-10,112.13988020684984,101.65100522108482,109.67991929979466,139.58465355161636,226.2754578410455
2019-10-11,114.28844327396816,102.61918427910604,111.25159516975062,141.16467957269575,227.63765526717563
2019-10-14,114.04841486612956,102.6764305947532,111.2531466697579,141.07700356983003,228.3389444711073
2019-10-15,114.95691471629672,103.58384431919582,112.59745220639812,143.1740937005906,230.30698830226683
2019-10-16,114.9091676870982,103.2980842590332,110.86463353171276,142.7103396824428,231.76297713225745
2019-10-17,115.31984705395168,103.44048240822804,111.09075482211895,144.05691772037082,233.6701264921224
2019-10-18,114.87171589003668,103.20679551782744,109.8015413995999,144.1289267010159,235.85053828077497
2019-10-21,115.44273795021904,104.01480999798842,110.73495753843392,143.9798172844781,234.863676817912
2019-10-22,115.8856446478102,102.3875700722278,108.477065798062,144.32400318932912,233.00086016025185
2019-10-23,115.98790955543518,102.81517834730552,108.67572966618324,144.87433712066166,232.07992751643343
2019-10-24,116.44699687427944,103.67993524040976,111.07135419703242,144.8605304596916,233.6032853666341
2019-10-25,116.9979685942332,103.66466405358112,111.7685583883257,145.20106860569544,233.6979375155467
2019-10-28,117.3812092145284,104.31773015143166,112.86715545938976,146.66968572707404,232.39855819378255
2019-10-29,117.77824415100946,104.7880564541884,112.74555997706172,148.15683861384315,230.9677484710261
2019-10-30,117.7432271639506,105.17597314001809,113.32459177899716,148.42495140196786,231.63885279421532
2019-10-31,116.48961718877156,104.97509824725944,112.59035601544736,147.85897572835287,231.12715250591063
2019-11-01,118.7033720281389,106.02302030106664,114.19870190122236,149.07972069392127,232.01760483687775
2019-11-04,119.38662661446466,105.95939128499636,114.5531920532682,149.13443716745527,226.88615098089545
2019-11-05,119.54169143570796,105.59685537848674,115.36341221652812,147.91252033294194,226.82734292408205
2019-11-06,119.58524719874065,106.29727207774847,115.25909967564824,148.29275146363273,229.3573736514685
2019-11-07,120.09788224432204,106.95030596558476,115.73674879501117,149.00411527118985,224.38846403697752
2019-11-08,120.58562994003296,106.91197107879208,116.43715173806716,149.85388731578038,224.70400737366583
2019-11-11,120.79282765918308,107.03152555814933,116.57775238378724,149.26194116804334,228.52796166797853
2019-11-12,120.91984521018134,107.33126436152928,117.22096961291868,150.57594813997784,227.6786250978146
2019-11-13,120.48309625519649,107.46248440003733,117.5315666056391,151.1233896073841,227.5087214685836
2019-11-14,121.05782961845398,107.95651815978574,117.65839219449173,150.92898433927505,229.5090786915905
2019-11-15,121.71155733532376,108.29789163025332,118.79441311110313,154.11349078587122,227.9384430129573
2019-11-18,121.5623943540785,108.53293202628552,118.9149687468116,153.74484109121656,229.8012924284305
2019-11-19,121.53810930252077,109.3561724810533,119.74236943828524,155.43230751582556,228.9325971063578
2019-11-20,120.93463836775884,109.18649619733785,119.7428410373517,155.00827736324734,227.91146700337248
2019-11-21,120.54842861493428,108.50143865128638,118.94207525964993,154.85131950983924,228.28104774007255
2019-11-22,120.93462750646805,108.87625554581764,118.90378028243336,155.57938406202527,229.495089755868
2019-11-25,121.83880930476718,109.8521628446982,120.59465584826114,157.4480333479624,231.6023747516128
2019-11-26,122.50104626019797,110.20994962772852,120.89496710763048,157.35777004181392,234.48946915932424
2019-11-27,122.41324302885268,110.5712599552853,121.75867292774258,158.30443851531498,235.4219237723441
2019-11-29,121.72053525182936,110.38135055756904,121.04423155713437,157.43022661360484,234.38561640145645
2019-12-02,119.9644701745775,109.39713834037244,119.1729027477663,156.80343951876202,233.1234111156104
2019-12-03,118.82198317845662,108.45929399678406,118.6835357039722,156.45223626636323,230.65091247378652
2019-12-04,119.34986787372164,109.15896125578544,119.27074018165249,157.68697590298123,233.4599537489549
2019-12-05,119.7635001341502,109.47527302486796,119.03027618465138,157.7948935372489,234.94555931271248
2019-12-06,120.96828312344022,110.48421565579696,120.2468642761458,159.21540641784668,235.10420154175668
2019-12-09,120.62371283107332,110.13902806564116,119.5390318970182,157.25919693235366,235.13744441518244
2019-12-10,120.52177781528896,109.94053902424557,119.33947252871386,157.37788609095983,236.63749164005492
2019-12-11,121.29251586066351,109.95960442449004,120.26100298184068,157.54397885761563,237.95557923586864
2019-12-12,122.2642759482066,111.06726016461008,121.41698344785776,158.7054424891396,237.4427759062569
2019-12-13,122.00823696454366,111.1885809293935,122.0298450669246,158.55448635040767,238.59628384068327
2019-12-16,122.2137897544437,111.5645147108696,123.2390963141598,160.52120242043148,240.2698855849932
2019-12-17,122.1795653767056,111.73576830474424,122.97595283166686,159.92200933183943,240.0688699326425
2019-12-18,121.72013481458028,111.14755545871358,123.08121531756956,160.11626025608606,238.2139247138545
2019-12-19,122.0384732882182,111.53637082811812,123.94207915975086,160.85839262462798,238.07177311519408
2019-12-20,123.0671169228024,111.60225171102604,124.7577075673573,162.32912690298895,241.46069138005092
2019-12-23,123.62043306562636,110.9790924636411,124.9348163177718,162.77170157054113,239.9817024986699
2019-12-24,123.24745443132188,111.18675430727676,124.93817829018208,162.83663782997738,241.1168985186883
2019-12-26,123.5582411819034,111.55709050406873,125.53271515689678,162.46527184380426,241.6462996140966
2019-12-27,123.42409912745158,111.64307199397555,125.43152320918752,162.6885411701505,241.6655761970664
2019-12-30,122.98492458131578,111.18108495524233,124.45290287928796,161.7619335537865,240.80893644296896
2019-12-31,122.9406316810184,111.52864847048907,124.71704931401494,162.32463119143532,240.8520369799632
2020-01-02,124.79191207885742,112.61583485401852,127.11083575860778,162.71171709090945,240.87904653009377
2020-01-03,124.89447500970628,111.96586060859788,126.15805884973328,161.19169159541053,241.00398184218497
2020-01-06,124.8102029164632,111.97943946677196,126.07585145466363,162.56698980785552,240.0200622756526
2020-01-07,124.74749636650084,111.62409098719208,126.84023973835048,162.63733527773903,240.13889059030785
2020-01-08,125.00631064838834,112.22890989545364,127.61534712207852,163.9583267938523,240.1627556962787
2020-01-09,125.8640903102027,113.34790133086727,128.65974831936964,165.0667023431687,240.20923625298263
2020-01-10,125.1917188167572,112.51693197707056,128.307682948326,165.3630894554986,240.45005296311288
2020-01-13,126.26326150364346,113.60719726455044,129.83391911236208,164.86179748414054,241.38390566268055
2020-01-14,126.1770215564304,113.05626953823466,129.40082393475433,165.71136026533824,241.95265287723183
2020-01-15,126.65144766701592,113.58420765567833,129.29447860148414,166.23948799617708,243.4794991691157
2020-01-16,128.13511768976846,114.76015894177934,130.93858929534457,167.51500220525833,243.83792896090813
2020-01-17,128.14637777540418,115.37567622225048,131.300583711311,167.4397418007018,245.02154932381973
2020-01-21,127.16936455832588,114.83579983509762,131.60076098655583,167.3659736088344,243.17261647278409
2020-01-22,126.71283997429742,115.37757516243089,131.95458698272705,167.85628403557672,243.8909744676554
2020-01-23,127.92372343275282,115.38829855851723,132.90067943174446,166.83549926394508,246.13448284257132
2020-01-24,127.2646365960439,114.38474121899672,131.86782025579197,164.41070810953775,242.71867758373045
2020-01-27,125.23032699690924,112.75930666587722,129.03679790781504,162.42970336429656,238.9474327789163
2020-01-28,126.16863883866203,114.21550590891232,131.36555237556573,163.8565469166589,241.72697297582087
2020-01-29,126.20321202278136,114.4410464998702,130.6658980099123,163.3666229248047,238.72352681070004
2020-01-30,126.05001258850098,115.86894256967894,131.6378328693447,161.62556996421208,239.11163300388264
2020-01-31,123.0697901248932,113.70358344870554,128.69228966556378,158.0790562705388,233.05105470261483
2020-02-03,123.59200421969096,114.93731408723644,130.61689398181971,159.0926433442131,233.5170584534699
2020-02-04,125.7643117374844,116.17710145762268,133.90606648174685,161.8230559636676,235.39186634207672
2020-02-05,127.34319501452975,117.20471967777736,133.4801029803148,165.48199696011014,238.77363178864965
2020-02-06,127.49983941184148,117.26400355218162,133.5256281326066,165.67940711975098,239.30062246322632
2020-02-07,126.7067088286082,116.65384903760024,132.20610844911033,164.05249014354888,237.8762239150281
2020-02-10,127.4963972568512,117.472580909729,133.45434857838188,165.08624521891275,238.8892360903182
2020-02-11,128.1609608332316,117.95048137449882,134.10553014100486,166.99653059338766,240.6212004805511
2020-02-12,129.47387040985956,117.9997272894416,135.5683261672063,167.85380215115018,243.0014032147965
2020-02-13,128.8902369340261,118.51238164767412,135.59485038358773,168.2509428357321,243.94026211972508
2020-02-14,128.6626544263628,119.3522332554132,136.02962841204743,169.292509200081,244.22191654961065
2020-02-18,128.11721883879767,119.003277160752,135.19417841043045,168.94024561321925,243.83808557042536
2020-02-19,128.05761612786188,119.65058326721191,137.2763301934769,170.47038480970593,244.2228849878851
2020-02-20,127.95006325509812,118.97431094209912,136.1645229254196,168.8821217067658,247.38423517515076
2020-02-21,127.35634975963168,117.35674711684106,133.40810269028393,168.08466354249015,244.7413067817688
2020-02-24,123.68601282437642,114.06778531678964,128.74903297424316,162.51730083283925,237.0984562298037
2020-02-25,118.8128518793318,110.33798560290268,124.9660085564229,157.5706868550134,229.49887858696704
2020-02-26,117.92670673794215,110.00775596457468,125.07580368554414,157.26673014201816,226.6106433868408
2020-02-27,113.74825864368016,105.19262507264044,119.8170185943148,152.4719151996431,219.7287143761257
2020-02-28,112.25738090938992,102.8741018268424,120.32605373325632,151.2268925621396,218.7869330802054
2020-03-02,115.7280577023824,108.5652944000674,124.77460095419812,158.17397589910598,223.78316824391203
2020-03-03,112.94529220792982,105.42099063497194,120.93332038708589,154.4820501993573,220.87207658335848
2020-03-04,117.83365024460689,109.5272850385854,126.18368726701878,163.2594573459928,229.14149110722093
2020-03-05,112.40887716081409,104.96064887248296,122.45218227158732,158.63307625906808,220.52082887685523
2020-03-06,110.88202250003816,101.92052332112488,118.9188970024906,156.88655320424883,217.98645671808492
